REF_AREA,REF_AREA_LABEL,TIME_PERIOD,PRICE_BASE,PRICE_BASE_LABEL,gdp_basic_prices,real_estate_total,imputed_rent,real_estate_excl_imputed,imputed_share_of_re,re_share_of_gdp,imputed_share_of_gdp,reliable,HPI,HPI_RPI,HPI_RPI_AVG,HPI_YDH,HPI_YDH_AVG,RHP,RPI,imputed_rent_yoy,real_estate_excl_imputed_yoy,HPI_yoy,RPI_yoy
CZE,Czechia,1998,V,Current prices,1979764000000.0,141454000000.0,89713000000.0,51741000000.0,0.6342203119035164,0.07144993039574414,0.04531499714107338,True,,,,,,,38.616498548234,16.448384626367773,21.289763004289842,,32.19275173714702
CZE,Czechia,1999,V,Current prices,2060367000000.0,161245000000.0,98828000000.0,62417000000.0,0.612905826537257,0.07826032934909169,0.047966211844782995,True,,,,,,,44.1724062216359,10.160177454772445,20.633540132583448,,14.387393684754436
CZE,Czechia,2000,V,Current prices,2187207000000.0,175573000000.0,105302000000.0,70271000000.0,0.599761922391256,0.08027269481123643,0.04814450575551377,True,,,,,,,47.4293212355005,6.550775083984295,12.583110370572115,,7.373189039154826
CZE,Czechia,2001,V,Current prices,2366279000000.0,185399000000.0,113592000000.0,71807000000.0,0.612689388831655,0.07835043965652402,0.048004482987847166,True,,,,,,,50.3780356221122,7.87259501244042,2.185823454910274,,6.217070600632191
CZE,Czechia,2002,V,Current prices,2474186000000.0,196349000000.0,123335000000.0,73014000000.0,0.6281417272305945,0.07935902959599642,0.04984871792177306,True,,,,,,,53.8182032394627,8.577188534403835,1.6808946203016317,,6.828705357142817
CZE,Czechia,2003,V,Current prices,2590891000000.0,204701000000.0,132285000000.0,72416000000.0,0.6462352406680963,0.0790079551783537,0.051057724929377574,True,,,,,,,56.0255733456227,7.256658693801432,-0.819021009669374,,4.101530659316821
CZE,Czechia,2004,V,Current prices,2796513000000.0,219719000000.0,141211000000.0,78508000000.0,0.6426890710407384,0.07856891779154969,0.050495384788127214,True,,,,,,,57.2500394892157,6.747552632573606,8.41250552364119,,2.185548617305977
CZE,Czechia,2005,V,Current prices,2974445000000.0,240807000000.0,150973000000.0,89834000000.0,0.6269460605381073,0.08095863261885831,0.050756695786945125,True,,,,,,,57.9080850871561,6.913059180942005,14.426555255515371,,1.1494238323876749
CZE,Czechia,2006,V,Current prices,3208577000000.0,257453000000.0,161254000000.0,96199000000.0,0.626343449095563,0.08023899691358506,0.050257170078823105,True,,,,,,,58.5161524751539,6.809826922694784,7.0852906471937205,,1.0500561140687203
CZE,Czechia,2007,V,Current prices,3492426000000.0,274932000000.0,173742000000.0,101190000000.0,0.6319453537602026,0.07872235517660217,0.049748226590914164,True,,,,,,,62.3728085072398,7.7443040172646915,5.188203619580256,,6.590754636035667
CZE,Czechia,2008,V,Current prices,3662668000000.0,305633000000.0,190958000000.0,114675000000.0,0.6247950973880438,0.08344545560777007,0.05213631156304639,True,100.765750001351,141.594197329343,,112.456196122578,,109.979965112133,71.1772998269089,9.90894544784795,13.326415653720725,,14.115912895997184
CZE,Czechia,2009,V,Current prices,3569244000000.0,325171000000.0,198048000000.0,127123000000.0,0.6090580033274801,0.09110360625387337,0.055487380520917035,True,96.9325000000001,117.042031632419,,109.060383229044,,104.69895718697,82.9055189271288,3.712858324867252,10.85502507085241,-3.8041199527612313,16.477471228525033
CZE,Czechia,2010,V,Current prices,3653610000000.0,371704000000.0,251378000000.0,120326000000.0,0.6762854314185481,0.10173609115368087,0.06880263629670381,True,95.2147500000001,105.967134886292,,103.86112198175,,100.469911043487,89.8691478465201,26.92781547907579,-5.346790116658672,-1.7721094576122587,8.399475703797354
CZE,Czechia,2011,V,Current prices,3701935000000.0,369129000000.0,253643000000.0,115486000000.0,0.6871391844043682,0.09971244767938929,0.06851632997337878,True,95.21475,103.187686920801,,102.952068971092,,99.2528160476724,92.3014273941533,0.9010335033296402,-4.022405797583229,-9.992007221626409e-14,2.706467798923695
CZE,Czechia,2012,V,Current prices,3706986000000.0,370571000000.0,247910000000.0,122661000000.0,0.6689946056221345,0.09996557850501728,0.06687643276775256,True,93.8650000000001,97.5148843505222,,100.039063018662,,96.0673473918785,96.2663587191693,-2.260263441135768,6.212874287792469,-1.417584985519471,4.295633812990385
CZE,Czechia,2013,V,Current prices,3739215000000.0,374274000000.0,248992000000.0,125282000000.0,0.6652666228485014,0.10009427112375191,0.0665893777169807,True,93.8037500000001,95.5115014094012,,100.11704562435,,95.4082978081033,98.2155114058401,0.4364487112258564,2.136783492715688,-0.06525328929846141,2.0247495725447706
CZE,Czechia,2014,V,Current prices,3962801000000.0,395364000000.0,259269000000.0,136095000000.0,0.6557729080037636,0.09976882513151682,0.06542569258461377,True,96.0737500000001,96.9398505327269,,98.7514482774702,,96.6156035080514,99.10679281503,4.12744184552114,8.63092862502195,2.419945897685327,0.9074752006401621
CZE,Czechia,2015,V,Current prices,4191609000000.0,413582000000.0,269464000000.0,144118000000.0,0.6515370591563463,0.09866903139104816,0.06428653054232873,True,100.0,100.0,,100.0,,100.0,100.0,3.932209404132392,5.895146772475113,4.086704224618987,0.9012572797477691
CZE,Czechia,2016,V,Current prices,4360876000000.0,441615000000.0,286059000000.0,155556000000.0,0.6477565300091709,0.10126749763120987,0.06559668286830445,True,107.17775,105.909028781829,,103.151482875761,,106.05764560981,101.186792410991,6.1585221031380755,7.93655199211758,7.177750000000005,1.186792410991
CZE,Czechia,2017,V,Current prices,4661221000000.0,478248000000.0,316664000000.0,161584000000.0,0.6621334537729379,0.10260144284083506,0.06793584771028878,True,119.7545,115.879398443353,,106.782074448194,,115.090452298047,103.337842249662,10.698841847311225,3.87513178533776,11.7344784715111,2.125820759229202
CZE,Czechia,2018,V,Current prices,4941127000000.0,545744000000.0,365561000000.0,180183000000.0,0.6698397050631798,0.11044929628402589,0.07398332404732766,True,130.0,122.101021989253,,108.116704206393,,121.412644674043,106.453192016011,15.441287926635173,11.510421823942973,8.555419629325002,3.0147230661371704
CZE,Czechia,2019,V,Current prices,5330260000000.0,602871000000.0,410204000000.0,192667000000.0,0.6804175354263184,0.11310348838518196,0.07695759681516474,True,141.8405,128.467291596999,,111.125276669456,,128.712993253784,110.396841720237,12.212188937003665,6.928511568793949,9.108076923076913,3.704585677086003
CZE,Czechia,2020,V,Current prices,5315366000000.0,654823000000.0,453197000000.0,201626000000.0,0.6920908398147285,0.12319433882821992,0.08526167342004294,True,153.8035,135.107965423192,,115.50720977718,,135.498579276431,113.833591462481,10.480882682762726,4.6499919550312185,8.434121425121898,3.1130870128995625
CZE,Czechia,2021,V,Current prices,5749003000000.0,728058000000.0,510001000000.0,218057000000.0,0.7004950155070063,0.1266407410119633,0.088711207838994,True,184.17175,157.954177091728,,126.528084363015,,155.653837213403,116.528566260358,12.534063552936136,8.149246624939256,19.74483675599059,2.367468831698294
CZE,Czechia,2022,V,Current prices,6418123000000.0,810426000000.0,585618000000.0,224808000000.0,0.7226051484034323,0.12627149713397515,0.09124443392561969,True,215.27625,176.086790465744,,133.641493776972,,159.332914707532,122.277165829213,14.82683367287516,3.095979491600831,16.8888551039994,4.933210588046699
CZE,Czechia,2023,V,Current prices,7036354000000.0,853506000000.0,609724000000.0,243782000000.0,0.7143757630291996,0.12129946844630046,0.0866534003263622,True,211.71775,161.665874044745,,120.559226447858,,144.282300961725,131.017440173692,4.116335221936485,8.440091099960846,-1.6529923760749354,7.147920288475373
CZE,Czechia,2024,V,Current prices,7355682000000.0,902575000000.0,631328000000.0,271247000000.0,0.6994742819156303,0.1227044616665049,0.0858286152120225,True,222.2085,158.851142888893,,121.134676339164,,146.610153964954,139.86893950983,3.5432425162860604,11.26621325610586,4.955063994398201,6.755970292507185
DNK,Denmark,2005,V,Current prices,1347650370000.0,129435760000.0,56447280000.0,72988480000.0,0.4361026659093283,0.09604550474022427,0.041885700665818835,True,82.9512073780184,105.260640416581,119.609838141806,106.003516205762,121.228862022999,98.0428471704332,78.7814921218509,,,,
DNK,Denmark,2006,V,Current prices,1428654100000.0,133011910000.0,57023060000.0,75988850000.0,0.4287064218535017,0.09310294913233372,0.03991383218653136,True,102.905257263143,128.045534490764,145.500783527522,126.274558352608,144.411445577231,119.011989932782,80.3670044632996,1.0200314346413109,4.110744599695737,24.055165097467057,2.0125441886736484
DNK,Denmark,2007,V,Current prices,1475014740000.0,136901440000.0,58369890000.0,78531550000.0,0.42636432458270707,0.09281360808638428,0.039572411323835315,True,105.65776414441,128.835092290253,146.397974350481,129.768624865201,148.407366866597,120.147910957161,82.0229892977011,2.361904113879554,3.3461488099898906,2.674797142995766,2.060528254674132
DNK,Denmark,2008,V,Current prices,1545452490000.0,138324720000.0,60826480000.0,77498240000.0,0.43973687421886704,0.0895043496290203,0.039358362934858,True,100.191250478126,119.223343166927,135.475945448217,121.779478482911,139.270734808278,110.509916988343,84.0714340928567,4.208659635986978,-1.315789641233367,-5.173792679175504,2.497403243523366
DNK,Denmark,2009,V,Current prices,1484940570000.0,145697280000.0,64928900000.0,80768380000.0,0.44564249929717287,0.09811657310972384,0.04372491486309112,True,88.1882204705512,101.395117900923,115.217365128137,102.350107973558,117.050712671464,95.9919246282321,86.9899588010042,6.744463924264554,4.219631310336847,-11.98011797466818,3.4714820076983566
DNK,Denmark,2010,V,Current prices,1562742710000.0,155197650000.0,71882870000.0,83314780000.0,0.4631698353679969,0.09931106957459428,0.045997891745084514,True,90.6732266830667,101.414783274413,115.239711297901,100.384247836043,114.802494915133,96.3771912471795,89.42010105799,10.710130619801038,3.152718922925035,2.817843697555178,2.7935893871899875
DNK,Denmark,2011,V,Current prices,1593742160000.0,164389490000.0,80034710000.0,84354780000.0,0.48686026095707213,0.10314685406828919,0.05021810428858831,True,89.1057227643069,96.7756664915942,109.968187152523,95.0262073927862,108.6748760506,92.5916740392883,92.1066682893333,11.340448704955719,1.2482779165953417,-1.7287395365764846,3.004433230958914
DNK,Denmark,2012,V,Current prices,1636086400000.0,164887470000.0,78877530000.0,86009940000.0,0.47837188598988145,0.1007816396493486,0.0482111030322115,True,86.7357168392921,91.829165583888,104.347376082046,91.3684883812445,104.491796760019,88.0754880335815,94.4663455533655,-1.4458476828366096,1.9621413273794408,-2.6597684766933583,2.561896231681926
DNK,Denmark,2013,V,Current prices,1669456220000.0,168068140000.0,81193290000.0,86874850000.0,0.48309745083154965,0.10067238540702793,0.048634572759266484,True,90.1757254393136,93.5030411855978,106.249435474785,94.5194703744924,108.095356103795,90.8950451121359,96.4521553547846,2.9358931497981855,1.0055930744748753,3.9660807858374003,2.102134670063305
DNK,Denmark,2014,V,Current prices,1718978930000.0,176017140000.0,85295130000.0,90722010000.0,0.4845842285586506,0.1023963336188187,0.04961964833390948,True,93.5399838499596,95.3158084312345,108.309320309052,97.7183957750641,111.753744993981,93.70484114228,98.1472851852716,5.051944563399258,4.428393257657426,3.7307805335151656,1.7574825821690787
DNK,Denmark,2015,V,Current prices,1761018570000.0,188608770000.0,86269780000.0,102338990000.0,0.45740068184528215,0.10710209035444754,0.04898856915517932,True,100.0,100.0,113.632063863983,100.0,114.363057342063,100.0,100.0,1.1426795410242052,12.805029341832252,6.906154869988468,1.8876882954337981
DNK,Denmark,2016,V,Current prices,1822909480000.0,196003300000.0,89374020000.0,106629280000.0,0.4559822207075085,0.10752223418137032,0.04902822711745402,True,104.625511563779,103.210679660401,117.280425426158,100.120327373788,114.500667405547,104.547570082625,101.375039862496,3.5982936319068015,4.192234064455791,4.6255115637789945,1.3750398624959859
DNK,Denmark,2017,V,Current prices,1903817650000.0,205539920000.0,91730400000.0,113809520000.0,0.4462899469845079,0.10796197839640786,0.04818234561487546,True,109.786274465686,106.578740698586,121.107622696046,102.250559106437,116.936865543475,108.665571527008,103.016364698364,2.6365380006404537,6.733835209240846,4.932604701063803,1.6190620867762684
DNK,Denmark,2018,V,Current prices,1945814960000.0,212902220000.0,94558330000.0,118343890000.0,0.4441397088297154,0.10941545027488123,0.04859574622655795,True,114.641036602591,110.0128262502,125.0098449832,103.282490499145,118.117013833848,112.928079538753,104.218214578179,3.0828711092505845,3.984174610348945,4.422011914087087,1.1666591840374663
DNK,Denmark,2019,V,Current prices,2005034630000.0,222697770000.0,98709790000.0,123987980000.0,0.443245525089901,0.11106928861373332,0.04923096515295599,True,117.202043005107,111.491428544772,126.690011286862,103.179887378734,117.999673768417,114.501436826304,105.133314486669,4.390369415365103,4.76922805224671,2.233935140863963,0.8780613947320326
DNK,Denmark,2020,V,Current prices,2021320410000.0,231155550000.0,103196950000.0,127958600000.0,0.44643942141990534,0.11435868794299663,0.05105422647961092,True,122.209805524514,115.142355628901,130.838635082727,107.478988762017,122.916257548575,119.187158010082,106.144339385566,4.545810501673642,3.2024233316810147,4.272760432332046,0.9616598733080073
DNK,Denmark,2021,V,Current prices,2224247520000.0,236941040000.0,104664460000.0,132276579999.99998,0.4417320865984213,0.10652638156026807,0.047056120804396806,True,136.315340788352,126.821996882255,144.110452490822,117.037181351812,133.847298820908,130.518171211964,107.489089251091,1.422047841530194,3.374513319151662,11.542065060408401,1.2669068113375648
DNK,Denmark,2022,V,Current prices,2494375380000.0,248358890000.0,110009300000.0,138349590000.0,0.4429448851216882,0.09956756789349003,0.044102944922427834,True,142.813607034018,130.177891238309,147.923824508701,111.910825886895,127.984641981006,126.898773826179,109.729364027064,5.106642694186747,4.591145310832823,4.767083593148502,2.0841880711629956
ESP,Spain,2010,V,Current prices,989913000000.0,100489000000.0,72206000000.0,28283000000.0,0.7185463085511847,0.10151296124002816,0.07294176356912173,True,134.555163612091,134.855292252141,133.013750826665,134.732711598381,129.196962974781,141.910564947984,99.7788375110581,,,,
ESP,Spain,2011,V,Current prices,983721000000.0,106819000000.0,77508000000.0,29311000000.0,0.7256012507138243,0.10858668260614544,0.0787906327098842,True,124.270189324527,123.276350331578,121.592927292513,123.83092056656,118.743092674186,128.082757290583,100.814094959295,7.34288009306705,3.6346922179401053,-7.64368606262823,1.0375521243391583
ESP,Spain,2012,V,Current prices,954026000000.0,110666000000.0,79930000000.0,30736000000.0,0.7222633871288381,0.11599893503950626,0.08378178372497186,True,105.905235236912,104.476279507469,103.049584318282,111.267206158159,106.695582266421,106.990967663498,101.368494931575,3.12483872632503,4.861656033571005,-14.778245842738347,0.5499230762363583
ESP,Spain,2013,V,Current prices,935655000000.0,113229000000.0,82364000000.0,30865000000.0,0.7274108223158379,0.12101575901373904,0.08802817277735918,True,96.2392594018516,95.1145968460106,93.8157418486709,100.766365408452,96.6261884462477,96.2901262203694,101.17979494101,3.045164518954091,0.41970327954190534,-9.127004735353673,-0.186152502996495
ESP,Spain,2014,V,Current prices,944470000000.0,112629000000.0,81497000000.0,31132000000.0,0.7235880634650046,0.11925100850212289,0.08628860630829989,True,96.5392586518535,96.0733927676822,94.7614447550159,100.644131068691,96.5089763358323,96.4673296322098,100.484269975786,-1.0526443591860501,0.8650575085047851,0.31172231775937753,-0.6874148792547996
ESP,Spain,2015,V,Current prices,980992000000.0,110752000000.0,79418000000.0,31334000000.0,0.7170796012713089,0.11289796450939457,0.08095682737473904,True,100.0,100.0,98.6344314748633,100.0,95.8913106120056,100.0,100.0,-2.5510141477600445,0.6488500578183176,3.5848020758340926,-0.4819361039321901
ESP,Spain,2016,V,Current prices,1019400000000.0,121874000000.0,84790000000.0,37084000000.0,0.6957185289725454,0.11955463998430449,0.08317637826172258,True,104.622738443154,104.712373139631,103.282453930113,102.072061000923,97.8782370624713,104.419644971521,99.9122350043882,6.764209625022044,18.350673389927863,4.622738443153995,-0.0877649956118054
ESP,Spain,2017,V,Current prices,1061122000000.0,124735000000.0,85226000000.0,39509000000.0,0.6832565037880306,0.11755010262721911,0.08031687214099792,True,111.105222236945,110.741534453451,109.229282914701,105.329912822447,101.002233871927,109.233938636506,100.322344983883,0.5142115815544246,6.539208283896025,6.196056316489162,0.41047022867299887
ESP,Spain,2018,V,Current prices,1097845000000.0,129739000000.0,87039000000.0,42700000000.0,0.6708776851987451,0.1181760631054475,0.07928168366208345,True,118.580203549491,116.71413868094,115.120327138728,109.714159844044,105.206345801404,114.966250754378,101.590219920489,2.127285100790832,8.076640765395226,6.727839755907006,1.263801137034526
ESP,Spain,2019,V,Current prices,1137968000000.0,133936000000.0,88321000000.0,45615000000.0,0.6594268904551428,0.11769750994755564,0.07761290299902986,True,124.715188212029,120.895545681258,119.244634161143,110.76782228472,106.216716525195,119.64324204872,103.155569842221,1.4729029515504477,6.82669789227166,5.173700566281703,1.5408470647638506
ESP,Spain,2020,V,Current prices,1030964000000.0,134806000000.0,89817000000.0,44989000000.0,0.6662685637137813,0.13075723303626507,0.08711943385026054,True,127.505181237047,122.207919226238,120.53908634606,116.652608853132,111.859715492365,122.256532814182,104.332444783377,1.69382140147869,-1.3723555847857116,2.237091620528786,1.1408738693955645
ESP,Spain,2021,V,Current prices,1118595000000.0,138045000000.0,91871000000.0,46174000000.0,0.665514868340034,0.12340927681600579,0.08213070861214292,True,132.195169512076,125.94769168565,124.227789649855,115.267196596912,110.531225522496,124.012114046655,104.95499475225,2.2868721956867955,2.6339771944253076,3.678272701961638,0.5966983426541894
ESP,Spain,2022,V,Current prices,1254715000000.0,146180000000.0,94250000000.0,51930000000.0,0.6447530441920919,0.11650454485680015,0.07511665995863602,True,141.978395054013,133.475986624693,131.653280562731,119.056380222158,114.16472336224,124.928815733094,106.36459468177,2.5895004952596556,12.465889894745953,7.400592304579856,1.3430517840979483
ESP,Spain,2023,V,Current prices,1366751000000.0,159783000000.0,102927000000.0,56856000000.0,0.6441674020390155,0.11690717621571156,0.0753077919825923,True,147.693630765923,136.05060381461,134.19273959066,113.60931472006,108.941460862384,123.597577879926,108.550244572488,9.206366047745362,9.485846331600234,4.0254263402088375,2.0548659986503903
EST,Estonia,2010,V,Current prices,12871759000.0,1262202000.0,775984000.0,486218000.0,0.6147859059009572,0.09805979120646992,0.060285777569328326,True,63.9010902472743,131.747626817975,,89.0173265231498,,72.837469536039,48.5272187131806,,,,
EST,Estonia,2011,V,Current prices,14631077000.0,1415692000.0,813103000.0,602589000.0,0.5743502117692266,0.09675924745662948,0.055573694267346145,True,69.3230766923082,115.049345815859,,88.4735915385303,,75.0823565355891,60.51079651277,4.78347491700859,23.93391441698991,8.48496703898598,24.69454899201653
EST,Estonia,2012,V,Current prices,15676006000.0,1541380000.0,833746000.0,707634000.0,0.5409087960139615,0.09832734179866989,0.053186124067571804,True,74.3710640723397,102.620939823264,,91.2808704587886,,77.2776720818257,72.4778243119457,2.538792748274199,17.432279713038245,7.281828246655997,19.77668199533651
EST,Estonia,2013,V,Current prices,16590885999.999998,1654113000.0,873816000.0,780297000.0,0.5282686249367485,0.09970010040452332,0.0526684349467533,True,82.2932942667642,98.5051201488221,,91.7581139571502,,82.9710841015754,83.5217845880447,4.806020058866856,10.268443856569931,10.652301796729247,15.237709438635495
EST,Estonia,2014,V,Current prices,17496711000.0,1723433000.0,893369000.0,830064000.0,0.5183659591060401,0.09850039816054572,0.051059253364818105,True,93.5795160512097,100.232228523677,,100.32260866287,,93.7356972535359,93.3419223335482,2.2376564402574406,6.377956085951886,13.714631167710657,11.757576534001824
EST,Estonia,2015,V,Current prices,18063439000.0,1862528000.0,911283000.0,951244000.0,0.48927210758710743,0.10311037671176568,0.05044903132786619,True,100.0,100.0,,100.0,,100.0,100.0,2.005218448367918,14.598874303668152,6.860992896433449,7.132998228448528
EST,Estonia,2016,V,Current prices,18929303000.0,1986321000.0,945504000.0,1040817000.0,0.4760076543519401,0.10493365762067415,0.04994922422658669,True,104.744488138779,98.3294950997133,,99.8894064675139,,102.916007991161,106.47720266193,3.7552549537300806,9.416406305847925,4.744488138779013,6.477202661929993
EST,Estonia,2017,V,Current prices,20873029000.0,2205974000.0,1007837000.0,1198137000.0,0.45686712536049834,0.10568537992257857,0.048284175717860596,True,110.511223721941,96.6938081639196,,97.951371361764,,103.917016635619,114.281427857036,6.592568619487604,15.115049043203555,5.505526529970228,7.329479926219307
EST,Estonia,2018,V,Current prices,22558337000.0,2254383000.0,1061935999.9999999,1192447000.0,0.471053942475613,0.0999356911814909,0.04707510132506664,True,117.065957335106,95.6807308717655,,92.1078153926474,,106.294690886826,122.326778058169,5.367832298278374,-0.4749039550568934,5.931283169623991,7.03994546795268
EST,Estonia,2019,V,Current prices,24306423000.0,2461457000.0,1163246000.0,1298211000.0,0.47258432708757453,0.10126775955474814,0.04785755600484695,True,125.267186832033,95.8277575824038,,92.9603600962015,,110.385803447856,130.680653267017,9.540122945262253,8.869492732171746,7.00564851099339,6.829146766929117
EST,Estonia,2020,V,Current prices,24420493000.0,2892169000.0,1625540000.0,1266629000.0,0.5620487599445261,0.1184320480344111,0.06656458573543131,True,132.79166802083,106.198720482153,,97.3881070859283,,118.53863608954,125.220453130511,39.74172273104743,-2.432732429474105,6.0067455644919665,-4.178277350166959
EST,Estonia,2021,V,Current prices,27518856000.0,3178276000.0,1730817000.0,1447460000.0,0.5445773117249729,0.11549448131128706,0.06289567415157084,True,152.777618055954,117.564068714724,,103.231642784395,,131.1987279082,129.881278247032,6.476432447063751,14.27655611864247,15.050605458159438,3.7220957120026155
EST,Estonia,2022,V,Current prices,32173510000.0,3740299000.0,2063286000.0,1677013000.0,0.5516366472306091,0.11625399280339634,0.06412996281723692,True,186.759533101167,117.880181598732,,111.888627711719,,137.912927738051,158.562703964068,19.208789837400488,15.859022010970936,22.242731283300476,22.08280215912599
FIN,Finland,2010,V,Current prices,163620000000.0,18325000000.0,11361000000.0,6964000000.0,0.6199727148703956,0.11199731084219533,0.06943527686101944,True,93.8824999999999,109.919356169656,121.2913927827,102.783346951686,103.683543314603,103.932044182391,85.4046510404649,,,,
FIN,Finland,2011,V,Current prices,170454000000.0,19414000000.0,12269000000.0,7145000000.0,0.6319666220253425,0.1138958311333263,0.07197836366409706,True,96.8649999999999,109.758362592235,121.113743131948,102.238982241633,103.134410953499,103.79610380437,88.2528888252887,7.992254202975091,2.599080987937974,3.1768433946688823,3.3349914204020337
FIN,Finland,2012,V,Current prices,172417000000.0,20079000000.0,12800000000.0,7279000000.0,0.6374819463120673,0.11645603391776913,0.07423861916168359,True,99.205,108.42338561936,119.640652113084,102.770082095662,103.670162282413,103.383107355124,91.4987141498712,4.327981090553434,1.8754373687893677,2.4157332369794116,3.6778686429269847
FIN,Finland,2013,V,Current prices,175002000000.0,20967000000.0,13665000000.0,7302000000.0,0.6517384461296323,0.11981005931360784,0.07808482188774986,True,100.3525,106.576911780481,117.603145786092,102.359551187219,103.256035865149,102.119588794076,94.161471916147,6.757812500000004,0.3159774694326156,1.1566957310619408,2.910158673830421
FIN,Finland,2014,V,Current prices,176987000000.0,21663000000.0,14160000000.0,7503000000.0,0.6536490790749204,0.12239882025233492,0.08000587613779543,True,99.9949999999999,103.002900778742,113.659374758608,101.295679338441,102.18284642167,100.462253244704,97.085672208567,3.6223929747530192,2.7526705012325348,-0.35624423905742386,3.1055167606386602
FIN,Finland,2015,V,Current prices,182599000000.0,23174000000.0,15066000000.0,8108000000.0,0.6501251402433762,0.1269119765168484,0.08250866653158014,True,100.0,100.0,110.345799874857,100.0,100.875819273856,100.0,100.0,6.39830508474577,8.063441290150596,0.005000250012598961,3.001810385751069
FIN,Finland,2016,V,Current prices,187398000000.0,24027000000.0,15656000000.0,8371000000.0,0.6516002830149416,0.12821374827906382,0.08354411466504445,True,101.285,99.003096095347,109.245758287284,100.198659940665,101.076219116571,101.130678343654,102.302660230266,3.9161024824107216,3.243709916132209,1.2850000000000028,2.302660230265996
FIN,Finland,2017,V,Current prices,195707000000.0,24748000000.0,16052000000.0,8696000000.0,0.6486180701470826,0.12645434246092374,0.08202057156872262,True,102.3875,98.0945031553997,108.243164140093,99.4043920752803,100.274994900134,101.189649062555,104.374460437446,2.529381706693923,3.882451320033442,1.0885126129239309,2.0251674809987685
FIN,Finland,2018,V,Current prices,201314000000.0,25815000000.0,16700000000.0,9115000000.0,0.6469107108270385,0.12823251239357422,0.08295498574366413,True,103.335,97.1526119059038,107.203826706885,97.4960733052026,98.3499627064618,100.823605384941,106.361410636141,4.036880139546484,4.8183072677092875,0.9254059333414721,1.9036747019984146
FIN,Finland,2019,V,Current prices,207285000000.0,26676000000.0,17171000000.0,9505000000.0,0.6436872094766831,0.12869238005644404,0.08283763899944521,True,103.77,95.6390949684694,105.533724336032,94.9912160595307,95.8231674382498,100.263611116752,108.500335850033,2.8203592814371348,4.278661546900708,0.42096095224271046,2.010997410714288
FIN,Finland,2020,V,Current prices,206158000000.0,27499000000.0,17873000000.0,9626000000.0,0.6499509073057202,0.13338798397345725,0.0866956412072294,True,105.595,95.9815656673162,105.911626368011,96.2126665150192,97.0553155922481,101.641359813525,110.009761000976,4.088288393221129,1.273014203051015,1.7586971186277278,1.391170948105902
FIN,Finland,2021,V,Current prices,215307000000.0,28221000000.0,18408000000.0,9813000000.0,0.6522802168597852,0.13107330463013278,0.08549652356867171,True,110.455,99.5674507605334,109.868499956715,97.836423592392,98.6932938470651,104.019210706003,110.929261092926,2.9933419123818084,1.942655308539365,4.602490648231461,0.8358350055335917
FIN,Finland,2022,V,Current prices,231139000000.0,28892000000.0,18798000000.0,10094000000.0,0.6506299321611518,0.1249983775996262,0.08132768593789884,True,111.515,99.5462856246331,109.845145118211,95.3086317175539,96.1433630837843,98.6944959165619,112.026336202633,2.1186440677966045,2.8635483542239992,0.9596668326467883,0.988986223200361
FIN,Finland,2023,V,Current prices,239121000000.0,29943000000.0,19392000000.0,10551000000.0,0.6476304979460976,0.12522112236064586,0.0810970178277943,True,104.58,91.4766361206805,100.940625825977,85.4761253264529,86.2247417066069,88.6663775629068,114.334911433491,3.159910628790308,4.527442044779084,-6.218894319149893,2.060743311896096
FRA,France,2010,V,Current prices,1800982010000.0,230482890000.0,141296400000.0,89186490000.0,0.6130450724563545,0.12797623114514065,0.07845519789506393,True,100.575,106.800779175063,119.681553068943,103.739987556638,118.205890410926,104.824073494318,94.1652954376029,,,,
FRA,France,2011,V,Current prices,1849498002000.0,235771429000.0,145575000000.0,90196429000.0,0.6174412252470167,0.127478607030147,0.07871054731747691,True,106.55,111.825371886584,125.312139885805,108.144656560309,123.224763401054,109.076707738403,95.2808478539365,3.0281026268185185,1.132390118727633,5.940840169028072,1.1846746841810862
FRA,France,2012,V,Current prices,1873450000000.0,240715760000.0,148360000000.0,92355760000.0,0.6163285694297707,0.12848795537644453,0.07919079772612025,True,105.975,109.499620235248,122.705889521018,106.891197157684,121.796516798457,107.065915596103,96.7859277410555,1.9131032114030555,2.3940315863280937,-0.5396527451900557,1.5796247840135225
FRA,France,2013,V,Current prices,1897907941000.0,243083727000.0,150364000000.0,92719727000.0,0.6185687617007781,0.1280798302956255,0.07922618202481087,True,103.8,105.556579011026,118.287295376156,105.526145003281,120.241116521583,104.198700219068,98.3385526246086,1.3507684011863086,0.39409236630179034,-2.0523708421797515,1.6041845336308036
FRA,France,2014,V,Current prices,1925073524000.0,246855632000.0,152994000000.0,93861632000.0,0.6197711543401205,0.12823179422626563,0.07947436713071744,True,101.925,102.58653770879,114.959050409442,102.7036169897,117.025004346199,102.17988476941,99.3571800482115,1.7490888776568791,1.2315663957897627,-1.8063583815028927,1.0358373154945255
FRA,France,2015,V,Current prices,1967466006000.0,250513364000.0,156209000000.0,94304364000.0,0.623555556101989,0.12732792497356116,0.07939603506420126,True,100.0,100.0,112.060561723775,100.0,113.944384605203,100.0,100.0,2.101389596977654,0.4716858108753108,-1.8886436104979087,0.64697886099081
FRA,France,2016,V,Current prices,1996790000000.0,257241831000.0,159706000000.0,97535831000.0,0.6208399286350904,0.128827683932712,0.07998137009900891,True,100.925,100.595957396174,112.728394929561,99.6031011576475,113.49214066178,100.706535210615,100.326417475518,2.2386674263326745,3.426635696307745,0.924999999999998,0.3264174755180038
