REF_AREA,REF_AREA_LABEL,TIME_PERIOD,PRICE_BASE,PRICE_BASE_LABEL,gdp_basic_prices,real_estate_total,imputed_rent,real_estate_excl_imputed,imputed_share_of_re,re_share_of_gdp,imputed_share_of_gdp,reliable
LVA,Latvia,2011,V,Current prices,17498875000.0,2039967000.0,1251019000.0,788948000.0,0.6132545281369748,0.11657703709524184,0.07149139587544913,True
LVA,Latvia,2012,V,Current prices,19402670000.0,2392389000.0,1457709000.0,934681000.0,0.6093110275962647,0.12330205069714632,0.07512929921500494,True
LVA,Latvia,2013,V,Current prices,20035007000.0,2592666000.0,1548494000.0,1044172000.0,0.5972593461710841,0.1294067928201872,0.07728941646988194,True
LVA,Latvia,2014,V,Current prices,20802872000.0,2888510000.0,1657702000.0,1230808000.0,0.5738951916385957,0.13885150088891574,0.07968620871195092,True
LVA,Latvia,2015,V,Current prices,21333710000.0,2657860000.0,1615690000.0,1042171000.0,0.6078913110547584,0.12458498779630922,0.07573413156923949,True
LVA,Latvia,2016,V,Current prices,22166900000.0,2839249000.0,1672955000.0,1166294000.0,0.589224474500123,0.12808507278870748,0.07547085970523619,True
LVA,Latvia,2017,V,Current prices,23563434000.0,2911800000.0,1818908000.0,1092891000.0,0.6246679030153169,0.12357282049806492,0.07719197465021439,True
LVA,Latvia,2018,V,Current prices,25307377000.0,3147662000.0,1928895000.0,1218767000.0,0.6128024546472906,0.12437725173968049,0.0762186851683602,True
LVA,Latvia,2019,V,Current prices,26617197000.0,3246276000.0,2063391000.0,1182886000.0,0.635617858740292,0.12196160249330536,0.0775209726253294,True
LVA,Latvia,2020,V,Current prices,26280960000.0,3262786000.0,2127708999.9999998,1135078000.0,0.6521141748186978,0.12415018325053574,0.08096009430401324,True
LVA,Latvia,2021,V,Current prices,28062188000.0,2379307000.0,1207953000.0,1171353000.0,0.5076911050150317,0.08478693821023507,0.04304557435079545,True
LVA,Latvia,2022,V,Current prices,31521384000.0,2576407000.0,1367187000.0,1209220000.0,0.5306564529594897,0.08173521188029054,0.04337331761828732,True
LVA,Latvia,2023,V,Current prices,34788162000.0,2979625000.0,1532048000.0,1447578000.0,0.5141747703150564,0.0856505439982716,0.044039348787670934,True
MKD,North Macedonia,2010,V,Current prices,377201000000.0,56383000000.0,53069000000.0,3314000000.0,0.9412234184062572,0.14947733436549743,0.1406915676257486,True
MKD,North Macedonia,2011,V,Current prices,399376000000.0,56665000000.0,53080000000.0,3585000000.0,0.9367334333362746,0.14188383878851007,0.13290733544329153,True
MKD,North Macedonia,2012,V,Current prices,403684000000.0,59862000000.0,55426000000.0,4436000000.0,0.9258962279910461,0.14828925595267586,0.13730046273818136,True
MKD,North Macedonia,2013,V,Current prices,436706000000.0,60259000000.0,55990000000.0,4269000000.0,0.9291558107502613,0.13798528071517221,0.12820982537450826,True
MKD,North Macedonia,2014,V,Current prices,458128000000.0,59933000000.0,55053000000.0,4880000000.0,0.9185757429129194,0.1308215171305836,0.12016947228722104,True
MKD,North Macedonia,2015,V,Current prices,488408000000.0,61518000000.0,56121000000.0,5397000000.0,0.9122695796352287,0.12595616779413932,0.11490598024602382,True
MKD,North Macedonia,2016,V,Current prices,515601000000.0,59635000000.0,54513000000.0,5122000000.0,0.9141108409491071,0.11566114107614221,0.10572710293424567,True
MKD,North Macedonia,2017,V,Current prices,535726000000.0,59432000000.0,53791000000.0,5641000000.0,0.9050848027998385,0.11093730750420924,0.10040767108559226,True
MKD,North Macedonia,2018,V,Current prices,573921646000.0,66151697000.0,60077666000.0,6074031000.0,0.9081802693587739,0.11526259283135663,0.10467921260457216,True
MKD,North Macedonia,2019,V,Current prices,601462498000.0,68257763000.00001,62519701000.0,5738062000.0,0.9159353933119665,0.11348631581681758,0.10394613331320285,True
MKD,North Macedonia,2020,V,Current prices,588081219000.0,69940492000.0,64070575000.0,5869916000.0,0.9160726950562487,0.11892998745807593,0.10894851413372546,True
MKD,North Macedonia,2021,V,Current prices,630172886000.0,75146845000.0,69344672000.0,5802173000.0,0.9227888675831966,0.11924798205297586,0.11004071032024694,True
MKD,North Macedonia,2022,V,Current prices,707309100000.0,91474555000.0,85144943000.0,6329613000.0,0.9308046702167614,0.12932755283369038,0.12037869016530396,True
MKD,North Macedonia,2023,V,Current prices,787046171000.0,100708031000.0,94050191000.0,6657840000.0,0.933889681548833,0.12795695438304852,0.11949767938074372,True
MLT,Malta,2010,V,Current prices,5790768000.0,347073000.0,257579999.99999997,89493000.0,0.7421493461029811,0.05993557331255543,0.0444811465422203,True
MLT,Malta,2011,V,Current prices,5949747000.0,369916000.0,262105000.00000003,107812000.0,0.7085527525167876,0.06217339997818395,0.04405313368786942,True
MLT,Malta,2013,V,Current prices,7019239000.0,428703000.0,278757000.0,149946000.0,0.6502333783528457,0.061075424273201125,0.039713279459496965,True
MLT,Malta,2014,V,Current prices,7716197000.0,442710000.0,279086000.0,163625000.0,0.6304036502450814,0.05737411836426675,0.03616885364642712,True
MLT,Malta,2015,V,Current prices,8888821000.0,512587000.0,279026000.0,233562000.0,0.5443485691209492,0.057666477927725175,0.031390664746202,True
MLT,Malta,2016,V,Current prices,9355731000.0,583690000.0,306016000.0,277674000.0,0.5242782984118282,0.06238849748886538,0.03270893530393296,True
MLT,Malta,2017,V,Current prices,10628956000.0,661962000.0,328609000.0,333354000.0,0.49641671274181903,0.06227911753515585,0.030916394799263447,True
MLT,Malta,2018,V,Current prices,11574963000.0,697467000.0,348571000.0,348896000.0,0.49976701406661533,0.060256520906373526,0.03011422153142088,True
MLT,Malta,2019,V,Current prices,13098857000.0,1013979000.0,384864000.0,629115000.0,0.37955815652986896,0.07740973124601636,0.029381494889210564,True
MLT,Malta,2020,V,Current prices,13149700000.0,920968000.0,388103000.0,532865000.0,0.4214076927754276,0.07003718716016336,0.02951420944964524,True
NLD,Netherlands,2010,V,Current prices,567757000000.0,31599000000.0,5526000000.0,26073000000.0,0.17487895186556537,0.055655852767997574,0.00973303719725164,True
NLD,Netherlands,2011,V,Current prices,579590000000.0,33405000000.0,7380000000.0,26025000000.0,0.2209250112258644,0.057635569971876674,0.012733138943045947,True
NLD,Netherlands,2012,V,Current prices,583832000000.0,29050000000.0,3222000000.0,25828000000.0,0.11091222030981067,0.04975746447608216,0.005518710862028803,True
NLD,Netherlands,2013,V,Current prices,588535000000.0,31173000000.0,5197000000.0,25976000000.0,0.1667147852308087,0.05296711325579617,0.00883040091073598,True
NLD,Netherlands,2014,V,Current prices,597414000000.0,34716000000.0,7996000000.0,26720000000.0,0.2303260744325383,0.05811045606564292,0.013384353229084019,True
NLD,Netherlands,2015,V,Current prices,620835000000.0,39504000000.0,11774000000.0,27730000000.0,0.29804576751721346,0.06363043320689071,0.01896478130260053,True
NLD,Netherlands,2016,V,Current prices,634824000000.0,41618000000.0,13263000000.0,28355000000.0,0.31868422317266565,0.06555832797751818,0.020892404824014214,True
NLD,Netherlands,2017,V,Current prices,661566000000.0,45934000000.0,16519000000.0,29415000000.0,0.35962467888709887,0.06943222596082628,0.024969541965578643,True
NLD,Netherlands,2018,V,Current prices,692632000000.0,50726000000.0,20549000000.0,30177000000.0,0.4050979773686078,0.07323658161909932,0.029667991083288096,True
NLD,Netherlands,2019,V,Current prices,724960000000.0,52799000000.0,21551000000.0,31248000000.0,0.4081706092918426,0.07283022511586847,0.02972715736040609,True
NLD,Netherlands,2020,V,Current prices,709628000000.0,55537000000.0,23117000000.0,32420000000.0,0.4162450258386301,0.07826213170844443,0.032576223035167724,True
NLD,Netherlands,2021,V,Current prices,791730000000.0,50712000000.0,23055000000.0,27657000000.0,0.4546261239943209,0.0640521389867758,0.029119775681103407,True
NLD,Netherlands,2022,V,Current prices,888174000000.0,61450000000.0,33503000000.0,27947000000.0,0.5452074857607812,0.06918689355914494,0.037721212284980196,True
NLD,Netherlands,2023,V,Current prices,944801000000.0,75564000000.0,47027000000.0,28537000000.0,0.6223466200836377,0.07997874684721967,0.04977450277889206,True
NLD,Netherlands,2024,V,Current prices,1000017000000.0,79779000000.0,49003000000.0,30776000000.0,0.6142343223153963,0.07977764378005574,0.04900216696316163,True
NOR,Norway,2022,V,Current prices,5510098000000.0,431275000000.0,280945000000.0,150330000000.0,0.6514289026723089,0.07826993276707601,0.05098729641469172,True
NOR,Norway,2023,V,Current prices,4852019000000.0,450976000000.0,293258000000.0,157718000000.0,0.6502740722344427,0.09294604988150294,0.06044040635455055,True
NZL,New Zealand,2012,V,Current prices,196014000000.0,27353000000.0,14609000000.0,12744000000.0,0.5340913245347859,0.13954615486648914,0.07453039068637954,True
NZL,New Zealand,2019,V,Current prices,291492000000.0,43883000000.0,23788000000.0,20094000000.0,0.5420777977804617,0.1505461556406351,0.08160772851399009,True
PER,Peru,2007,V,Current prices,293190000000.0,15862000000.0,13349000000.0,2513000000.0,0.8415710503089144,0.05410143592891981,0.04553020225792148,True
PER,Peru,2008,V,Current prices,323977000000.0,16876000000.0,13820000000.0,3056000000.0,0.8189144347001659,0.052090117508341645,0.04265734913280881,True
PER,Peru,2009,V,Current prices,333707000000.0,17489000000.0,14253000000.0,3236000000.0,0.8149694093430156,0.05240825035135613,0.0427111208335456,True
PER,Peru,2010,V,Current prices,381539000000.0,18321000000.0,14773000000.0,3548000000.0,0.8063424485563015,0.048018682231698466,0.03871950180715471,True
PER,Peru,2011,V,Current prices,435652000000.0,18975000000.0,15117000000.0,3858000000.0,0.7966798418972332,0.043555406608944754,0.03469971445098381,True
PER,Peru,2012,V,Current prices,464371000000.0,20496000000.0,16176000000.0,4320000000.0,0.7892271662763466,0.0441371231192301,0.034834216606980196,True
PER,Peru,2013,V,Current prices,494873000000.0,21785000000.0,16987000000.0,4798000000.0,0.7797567133348634,0.04402139538831175,0.03432597858440448,True
PER,Peru,2014,V,Current prices,518159000000.0,23102000000.0,18075000000.0,5027000000.0,0.7823997922257813,0.044584770311815486,0.034883115028398616,True
PER,Peru,2015,V,Current prices,552594000000.0,24890000000.0,19554000000.0,5336000000.0,0.7856167135395741,0.04504211048256043,0.03538583480819553,True
PER,Peru,2016,V,Current prices,594546000000.0,26684000000.0,20998000000.0,5686000000.0,0.7869135062209563,0.04488130439024062,0.03531770460149425,True
PER,Peru,2017,V,Current prices,632991000000.0,28153000000.0,22143000000.0,6010000000.0,0.7865236386885944,0.04447614579038248,0.034981540021896046,True
PER,Peru,2018,V,Current prices,673413000000.0,29355000000.0,23142000000.0,6213000000.0,0.7883495145631068,0.04359137705984292,0.03436524094426451,True
PER,Peru,2019,V,Current prices,698692000000.0,30829000000.0,24406000000.0,6423000000.0,0.7916572058775828,0.04412387718765923,0.03493098532686792,True
PER,Peru,2020,V,Current prices,649194000000.0,29621000000.0,24797000000.0,4824000000.0,0.8371425677728639,0.04562734714122435,0.03819659454646839,True
PER,Peru,2021,V,Current prices,804514000000.0,32774000000.0,26962000000.0,5812000000.0,0.8226643070726796,0.04073763787827185,0.033513400636906256,True
PER,Peru,2022,V,Current prices,866771000000.0,36242000000.0,29666000000.0,6576000000.0,0.818553059985652,0.041812658706855674,0.03422587973063243,True
PER,Peru,2023,V,Current prices,927590000000.0,39290000000.0,32038000000.0,7252000000.0,0.8154237719521507,0.04235707586325855,0.03453896656928169,True
PER,Peru,2024,V,Current prices,1014779000000.0,41512000000.0,33762000000.0,7750000000.0,0.8133069955675467,0.04090742910525346,0.03327029826198611,True
POL,Poland,2010,V,Current prices,1265903489000.0,67534232000.0,39154500000.0,28379732000.0,0.5797726403403832,0.05334864196744465,0.03093008301203916,True
POL,Poland,2011,V,Current prices,1365622421000.0,71595377000.0,40422400000.0,31172977000.0,0.5645951134526466,0.052426919695396534,0.029599982673395198,True
POL,Poland,2012,V,Current prices,1431871906000.0,74277699000.0,41339400000.0,32938299000.0,0.5565519739646216,0.05187454177203474,0.028870878621736155,True
POL,Poland,2013,V,Current prices,1470917531000.0,75323397000.0,42356900000.0,32966497000.000004,0.5623339053601101,0.051208443310068893,0.028796243913962842,True
POL,Poland,2014,V,Current prices,1525005692000.0,80028194000.0,42702701000.0,37325493000.0,0.533595710031892,0.05247730839289221,0.02800166663246789,True
POL,Poland,2015,V,Current prices,1596366568000.0,78407099000.0,43236700000.0,35170399000.0,0.5514385884880143,0.04911597409499245,0.02708444342715651,True
POL,Poland,2016,V,Current prices,1643980469000.0,85345002000.0,43937099000.0,41407903000.0,0.5148174816376476,0.051913634991000615,0.026726046828723,True
POL,Poland,2017,V,Current prices,1747080548000.0,85674433000.0,44478100000.0,41196333000.0,0.5191525457775718,0.049038627954548095,0.025458528544042836,True
POL,Poland,2018,V,Current prices,1857482474000.0,90796470000.0,46356800000.0,44439670000.0,0.5105572936921446,0.048881467938954024,0.0249567899826117,True
POL,Poland,2019,V,Current prices,2016063576000.0,113077369000.0,48258400000.0,64818969000.0,0.4267732829899854,0.05608819600042216,0.023936943544085935,True
POL,Poland,2020,V,Current prices,2059055377000.0,118922391000.0,48409600000.0,70512791000.0,0.40706884206524235,0.057755800221977224,0.023510586718911736,True
POL,Poland,2021,V,Current prices,2289680858000.0,126571247000.0,52518100000.0,74053147000.0,0.41492915053606133,0.05527899076317473,0.02293686467985487,True
POL,Poland,2022,V,Current prices,2766246487000.0,164890517000.0,68534100000.00001,96356417000.0,0.41563396881095355,0.05960803484971584,0.024775124097609024,True
PRT,Portugal,2010,V,Current prices,158032302000.0,16723410000.0,10573908000.0,6149502000.0,0.6322818133383084,0.10582273236771556,0.0669097891138737,True
PRT,Portugal,2011,V,Current prices,154177966000.0,16538186000.000002,10756629000.0,5781557000.0,0.6504116594165769,0.1072668580930689,0.0697676151727154,True
PRT,Portugal,2012,V,Current prices,147300542000.0,17375959000.0,11837946000.0,5538013000.0,0.681283030191312,0.1179626277274662,0.08036593646749786,True
PRT,Portugal,2013,V,Current prices,149851500000.0,18578400000.0,12590100000.0,5988300000.0,0.6776740731171683,0.12397873895156204,0.08401717700523519,True
PRT,Portugal,2014,V,Current prices,151138891000.0,18862467000.0,12630798000.0,6231669000.0,0.6696259826458544,0.12480220593917155,0.08357079978838802,True
PRT,Portugal,2015,V,Current prices,156080656000.0,19100166000.0,12437396000.0,6662770000.0,0.6511669060886696,0.12237369120232298,0.0796856978868669,True
PRT,Portugal,2016,V,Current prices,161745030000.0,20173857000.0,12638441000.0,7535416000.0,0.626476186482337,0.12472628679842589,0.0781380485075801,True
PRT,Portugal,2017,V,Current prices,169071370000.0,21214174000.0,12781217000.0,8432957000.0,0.6024847821084148,0.12547466788729517,0.07559657794220274,True
PRT,Portugal,2018,V,Current prices,177157334000.0,22163308000.0,12998020000.0,9165288000.0,0.586465702683011,0.12510522426353515,0.07336992325702982,True
PRT,Portugal,2019,V,Current prices,185473874000.0,23260453000.0,13371250000.0,9889203000.0,0.5748490796804344,0.12541094062660274,0.0720923638010602,True
PRT,Portugal,2020,V,Current prices,175104287000.0,23562409000.0,13714651000.0,9847758000.0,0.5820564017881193,0.13456214809863565,0.0783227597391719,True
PRT,Portugal,2021,V,Current prices,187361458000.0,24399795000.0,14040117000.0,10359678000.0,0.5754194656143627,0.13022846459702508,0.07493599350619913,True
PRT,Portugal,2022,V,Current prices,211027884000.0,25585453000.0,14430876000.0,11154577000.0,0.5640265974575475,0.12124204875219238,0.06838374022648117,True
PRT,Portugal,2023,V,Current prices,235589270000.0,24767144000.0,13363947000.0,11403197000.0,0.5395836920074434,0.10512848908611161,0.05672561827624832,True
ROU,Romania,2010,V,Current prices,483485400000.0,46823200000.0,39821600000.0,7001600000.0,0.8504672897196262,0.09684511672948139,0.08236360394750286,True
ROU,Romania,2011,V,Current prices,519643800000.0,47604300000.0,40930800000.0,6673500000.0,0.8598130841121495,0.09160948326526748,0.07876703234022998,True
ROU,Romania,2012,V,Current prices,549135500000.0,51247400000.0,41985800000.0,9261600000.0,0.8192766852562277,0.09332377892159585,0.07645799625047006,True
ROU,Romania,2013,V,Current prices,556662200000.0,51220200000.0,41790000000.0,9430200000.0,0.8158890437756978,0.09201307363783638,0.0750724586652372,True
ROU,Romania,2014,V,Current prices,591513900000.0,55211600000.0,44418800000.0,10792800000.0,0.8045193401386665,0.0933394802725684,0.07509341707777281,True
ROU,Romania,2015,V,Current prices,625899100000.0,61077600000.0,49564500000.0,11513100000.0,0.8115004518841604,0.09758377987761925,0.07918928146725247,True
ROU,Romania,2016,V,Current prices,673343000000.0,62938400000.0,50953200000.0,11985200000.0,0.8095725344146022,0.09347152936913282,0.07567198292697778,True
ROU,Romania,2017,V,Current prices,770366800000.0,70413300000.0,54554900000.0,15858400000.0,0.7747811848045753,0.09140230342221393,0.0708167849393302,True
ROU,Romania,2018,V,Current prices,867424400000.0,73435600000.0,55753100000.0,17682500000.0,0.7592107914962225,0.08465936628021993,0.06427430448117438,True
ROU,Romania,2019,V,Current prices,965752200000.0,84704200000.0,63870700000.0,20833500000.0,0.7540440733753462,0.08770800625667743,0.0661357023054154,True
ROU,Romania,2020,V,Current prices,969777400000.0,82804200000.0,66445500000.0,16358700000.0,0.8024411805198287,0.08538474911871528,0.06851623888121129,True
ROU,Romania,2021,V,Current prices,1077778300000.0,91756200000.0,72690300000.0,19065900000.0,0.7922113165104919,0.08513457730592645,0.06744457556809225,True
ROU,Romania,2022,V,Current prices,1271213100000.0,103823200000.0,81122200000.0,22701000000.0,0.7813494479075968,0.0816725378302033,0.06381479234284165,True
SGP,Singapore,2010,V,Current prices,309047100000.0,25596100000.0,11347100000.0,14249000000.0,0.4433136298107915,0.08282265065745642,0.03671640989350814,True
SGP,Singapore,2015,V,Current prices,399187400000.0,36756600000.0,18100100000.0,18656500000.0,0.492431291251095,0.09207855758974356,0.045342363010455744,True
SGP,Singapore,2016,V,Current prices,413789800000.0,34869800000.0,17589400000.0,17280400000.0,0.5044307681718851,0.08426935608369274,0.04250805602264725,True
SGP,Singapore,2017,V,Current prices,445241300000.0,32777400000.0,17436700000.0,15340700000.0,0.5319732498611849,0.07361715995349039,0.03916235982600895,True
SGP,Singapore,2019,V,Current prices,488122500000.0,35222900000.0,18453000000.0,16769900000.000002,0.5238921269969253,0.07215995984614518,0.03780403484780972,True
SGP,Singapore,2021,V,Current prices,552805500000.0,35370100000.0,18912900000.0,16457200000.0,0.5347143491253912,0.06398290176201214,0.034212575670828166,True
SGP,Singapore,2022,V,Current prices,669961400000.0,39202500000.0,20499300000.0,18703200000.0,0.5229079778075378,0.058514565167485766,0.03059773294401737,True
SRB,Serbia,2010,V,Current prices,2716981000000.0,287725000000.0,218217000000.0,69508000000.0,0.7584221044400035,0.10589878987008006,0.08031598307091585,True
SRB,Serbia,2011,V,Current prices,3047707000000.0,282156000000.0,236642000000.0,45514000000.0,0.8386920710528927,0.09257976570582409,0.07764591543740917,True
SRB,Serbia,2012,V,Current prices,3215847000000.0,312063000000.0,250092000000.0,61971000000.0,0.8014150988742658,0.09703913152584684,0.07776862518645943,True
SRB,Serbia,2013,V,Current prices,3487350000000.0,316541000000.0,251413000000.0,65128000000.0,0.7942509817053715,0.09076834845943195,0.07209284987167906,True
SRB,Serbia,2014,V,Current prices,3494697000000.0,336840000000.0,270267000000.0,66573000000.0,0.8023601710010687,0.09638603861794026,0.07733631842760617,True
SRB,Serbia,2015,V,Current prices,3597767000000.0,339817000000.0,297800000000.0,42017000000.0,0.876354037614363,0.09445219771041315,0.08277356482507066,True
SRB,Serbia,2016,V,Current prices,3755978000000.0,341237000000.0,309245000000.0,31992000000.0,0.9062469779068507,0.09085170360422772,0.0823340818290203,True
SRB,Serbia,2017,V,Current prices,3952669830000.0,348617890000.0,322401630000.0,26216260000.0,0.9247994415891853,0.08819808003037785,0.0815655351613317,True
SRB,Serbia,2018,V,Current prices,4202926000000.0,356761000000.0,332133000000.0,24628000000.0,0.9309677907618826,0.08488395941303749,0.07902423216587683,True
SRB,Serbia,2019,V,Current prices,4484953000000.0,373828000000.0,348913000000.0,24915000000.0,0.9333517018521887,0.08335159811039268,0.07779635594843469,True
SRB,Serbia,2020,V,Current prices,4834184000000.0,431657000000.0,391924000000.0,39733000000.0,0.9079523788563605,0.08929262932482504,0.08107345520981411,True
SRB,Serbia,2021,V,Current prices,5510648000000.0,479733000000.0,425797000000.0,53936000000.0,0.8875707945878228,0.08705564209508573,0.07726804542768836,True
SRB,Serbia,2022,V,Current prices,6328703000000.0,515564000000.0,460271000000.0,55293000000.0,0.892752403193396,0.08146440115770956,0.07272753990825609,True
SVK,Slovak Republic,2020,V,Current prices,84654950000.0,8833106000.0,7015431000.0,1817675000.0,0.7942201757796182,0.10434246314007628,0.0828708894163897,True
SVK,Slovak Republic,2021,V,Current prices,91101280000.0,10027644000.0,7966918000.0,2060726000.0,0.7944954966490634,0.11007138428790463,0.08745121912666869,True
SVK,Slovak Republic,2022,V,Current prices,97975263000.0,11239390000.0,9065239000.0,2174151000.0,0.806559697634836,0.11471660964053754,0.09252579398536546,True
SVN,Slovenia,2010,V,Current prices,31571238000.0,2536742000.0,2088708000.0,448034000.0,0.823382117692694,0.08034977912491109,0.06615857129200951,True
SVN,Slovenia,2011,V,Current prices,32107404000.0,2468012000.0,2040283000.0,427729000.0,0.8266908750848861,0.07686737924996988,0.06354556101763942,True
SVN,Slovenia,2012,V,Current prices,31211174000.0,2333336000.0,1934082000.0,399254000.0,0.8288913384098989,0.07475963576378127,0.0619676145472772,True
SVN,Slovenia,2013,V,Current prices,30972470000.0,2249840000.0,1845460000.0,404380000.0,0.8202627742417239,0.07263999287108842,0.059583882073338035,True
SVN,Slovenia,2014,V,Current prices,32514520000.0,2527590000.0,2123969999.9999998,403620000.0,0.8403142914792351,0.07773726937995702,0.06532373844054902,True
SVN,Slovenia,2015,V,Current prices,33604820000.0,2640073000.0,2223803000.0,416270000.0,0.8423263296128554,0.07856233123700707,0.06617512011669754,True
SVN,Slovenia,2016,V,Current prices,34952837000.0,2699743000.0,2262244000.0,437499000.0,0.8379479083749823,0.07723959574440266,0.0647227576977514,True
SVN,Slovenia,2017,V,Current prices,37350190000.0,2805310000.0,2321170000.0,484140000.0,0.8274201425154439,0.07510831939543011,0.06214613633826227,True
SVN,Slovenia,2018,V,Current prices,39945750000.0,2990350000.0,2440030000.0,550320000.0,0.8159680304981022,0.07486027925373788,0.061083594625210444,True
SVN,Slovenia,2019,V,Current prices,42328530000.0,3053790000.0,2461120000.0,592670000.0,0.8059231315840316,0.07214495754990782,0.05814329011661874,True
SVN,Slovenia,2020,V,Current prices,41568620000.0,3066520000.0,2493120000.0,573400000.0,0.8130127962641691,0.07377006982671062,0.05997601075041702,True
SVN,Slovenia,2021,V,Current prices,45897639000.0,3250562000.0,2627605000.0,622957000.0,0.8083540630820147,0.07082198716147468,0.05724924107752035,True
SVN,Slovenia,2022,V,Current prices,49959828000.0,3794181000.0,2984039000.0,810142000.0,0.7864777668751175,0.07594463695911843,0.059728768481748976,True
SVN,Slovenia,2023,V,Current prices,56995055000.0,4098770999.9999995,3184794000.0,913977000.0,0.777011938456674,0.0719145020563626,0.05587842664596078,True
SWE,Sweden,2010,V,Current prices,3094787000000.0,256087000000.0,110416000000.0,145671000000.0,0.4311659709395635,0.0827478595457458,0.035678061204212116,True
SWE,Sweden,2011,V,Current prices,3222931000000.0,275367000000.0,114658000000.0,160709000000.0,0.41638250044486086,0.08543993029946964,0.0355756918159278,True
SWE,Sweden,2012,V,Current prices,3253975000000.0,275591000000.0,110260000000.0,165331000000.0,0.400085634146253,0.08469364392781137,0.03388471023901536,True
SWE,Sweden,2013,V,Current prices,3333436000000.0,290967000000.0,113152000000.0,177815000000.0,0.38888258805981435,0.08728741154772433,0.033944554507721166,True
SWE,Sweden,2014,V,Current prices,3486881000000.0,309368000000.0,117402000000.0,191966000000.0,0.3794897985570583,0.08872341786255396,0.03366963197195431,True
SWE,Sweden,2015,V,Current prices,3788043000000.0,306275000000.0,91411000000.0,214864000000.0,0.29846053383397275,0.08085309485663178,0.024131457853039155,True
SWE,Sweden,2016,V,Current prices,3910818000000.0,322755000000.0,97184000000.0,225571000000.0,0.30110765131446454,0.08252877019590275,0.024850044159559458,True
SWE,Sweden,2017,V,Current prices,4100646000000.0,342112000000.0,100765000000.0,241347000000.0,0.2945380460200168,0.08342880609542984,0.024572957529130777,True
SWE,Sweden,2018,V,Current prices,4278918000000.0,369333000000.0,111726000000.0,257607000000.0,0.3025074932378098,0.08631457765724887,0.02611080651697462,True
SWE,Sweden,2019,V,Current prices,4484615000000.0,399682000000.0,118882000000.0,280800000000.0,0.2974414659654425,0.08912292359544799,0.02650885304535618,True
SWE,Sweden,2020,V,Current prices,4472395000000.0,399754000000.0,112275000000.0,287479000000.0,0.2808602290408601,0.08938253441388785,0.025103999087737108,True
SWE,Sweden,2021,V,Current prices,4802076000000.0,400522000000.0,104684000000.0,295838000000.0,0.261368913567794,0.08340601023390717,0.021799738279860627,True
SWE,Sweden,2022,V,Current prices,5158193000000.0,400941000000.0,105205000000.0,295736000000.0,0.26239521525611,0.07772896438733487,0.02039570834204924,True
SWE,Sweden,2023,V,Current prices,5487968000000.0,476987000000.0,137172000000.0,339815000000.0,0.2875801646585756,0.08691504760960705,0.024995043702878732,True
TUR,Türkiye,2023,V,Current prices,24093827390000.0,1540972300000.0,829964100000.0,711008200000.0,0.5385976762852908,0.06395714035203769,0.0344471671754597,True
USA,United States,1997,V,Current prices,8258299550000.0,940891140000.0,553816600000.0,387074540000.0,0.5886085822850877,0.11393279382799816,0.06706182025087719,True
USA,United States,1998,V,Current prices,8727889160000.0,971431380000.0,587829000000.0,383602380000.0,0.6051163387371736,0.11130198404123638,0.06735064907721629,True
USA,United States,1999,V,Current prices,9284420560000.0,1046523280000.0,631621790000.0,414901490000.0,0.603542990462668,0.11271821146369958,0.06803028642640462,True
USA,United States,2000,V,Current prices,9884026700000.0,1106821990000.0,678979860000.0,427842130000.0,0.6134499188979793,0.11198087819815379,0.06869466064878194,True
USA,United States,2001,V,Current prices,10223806910000.0,1192659840000.0,736340680000.0,456319170000.0,0.6173937071612976,0.11665516089055324,0.07202216224171629,True
USA,United States,2002,V,Current prices,10545483130000.0,1266955450000.0,769091380000.0,497864080000.0,0.607039008356608,0.12014200149784887,0.07293088145123229,True
USA,United States,2003,V,Current prices,11051420830000.0,1322902730000.0,800525700000.0,522377040000.0,0.6051281638824647,0.11970431226443487,0.07243645068939068,True
USA,United States,2004,V,Current prices,11774846900000.0,1396032760000.0,848895930000.0,547136829999.99994,0.60807737061987,0.11856058697459582,0.07209400998666063,True
USA,United States,2005,V,Current prices,12567498910000.0,1510246330000.0,911028800000.0,599217540000.0,0.6032319244238786,0.12017079458811745,0.0724908596789367,True
USA,United States,2006,V,Current prices,13304105300000.0,1545706730000.0,961843400000.0,583863330000.0,0.6222677182753807,0.1161826891132619,0.0722967368576074,True
USA,United States,2007,V,Current prices,13956205250000.0,1693576790000.0,1025805930000.0,667770860000.0,0.6057038193113169,0.12134937539701202,0.07350178014901293,True
USA,United States,2008,V,Current prices,14247901760000.0,1784246400000.0,1109690300000.0,674556100000.0,0.6219378108315085,0.12522871297506757,0.07788447160096085,True
USA,United States,2009,V,Current prices,14006530820000.0,1791009660000.0,1121359000000.0,669650660000.0,0.6261043840489392,0.12786961189865856,0.08005972459638654,True
USA,United States,2010,V,Current prices,14539852780000.0,1854143900000.0,1136886870000.0,717257020000.0,0.6131599979915259,0.1275215043821097,0.07819108537081075,True
USA,United States,2011,V,Current prices,15055231900000.0,1912084160000.0,1148597060000.0,763487100000.0,0.60070423887618,0.12700463019769226,0.07629221971665544,True
USA,United States,2012,V,Current prices,15681134300000.0,1963201400000.0,1152366540000.0,810834860000.0,0.5869833528032325,0.12519511423354113,0.07348744790738766,True
USA,United States,2013,V,Current prices,16271922620000.0,2051828270000.0,1185914770000.0,865913500000.0,0.5779795450425294,0.1260962406174471,0.07288104778364538,True
