REF_AREA,TIME_PERIOD,imputed_share_change,imputed_share_lag1,HPI_yoy,RPI_yoy,HPI_YDH,gdp_growth,re_total_growth,years_since_start,shap_imputed_share_lag1,shap_HPI_yoy,shap_RPI_yoy,shap_HPI_YDH,shap_gdp_growth,shap_re_total_growth,shap_years_since_start,shap_base_value
AUT,2021,-0.03664841303422084,0.551248372116531,11.437848208685386,1.9753055903339425,132.443881903312,6.075912602528644,-1.7390432590903893,11,-0.004311924,-0.0047702226,0.0019727622,0.0044238153,-0.00066696765,-0.0065246364,-4.3128468e-05,-0.0015347165
AUT,2022,0.00013691922886771568,0.5145999590823102,11.573353640366868,0.8336739871283694,135.391699399398,11.097575228158219,2.892635337515248,12,0.0016945656,-0.0022997223,-0.0014937074,0.00842564,-0.005577233,0.0006453213,0.0022053549,-0.0015347165
BEL,2011,-0.01375811701959373,0.5921369982025884,3.579480013319003,1.1673229096839544,98.7155272717081,4.015142334693778,2.889231979531326,1,-0.0012812223,0.0011871773,-0.0018193745,-0.0020323694,-0.00014257408,0.0006598555,-0.00014139283,-0.0015347165
BEL,2012,-0.009195553766452647,0.5783788811829946,2.354357867665846,1.5434778786899803,99.0131075333577,2.0615634268409178,1.4517117730480367,2,-0.0018934212,0.0015858521,-0.0042769494,-0.0014343245,0.004578254,-0.0005917501,-0.0009188937,-0.0015347165
BEL,2013,-0.016757921118441765,0.569183327416542,1.48232435048552,1.316647325941367,100.017448491555,1.030056864965978,-0.32073101667244863,3,-0.0019283157,0.001552173,-0.003166687,-0.0012678023,0.0041366303,-0.002098212,-0.0008690979,-0.0015347165
BEL,2014,-0.0034922392483174303,0.5524254062981002,-0.3386588601782758,2.0932935753142035,98.8178696964668,2.237011067822303,3.988727230662037,4,-0.0016893044,0.00047628497,0.0016364009,-0.0014208757,0.004186132,-0.0004978678,-0.0008761221,-0.0015347165
BEL,2015,0.021890544634865616,0.5489331670497828,1.815627171536427,0.9814641692365678,100.0,4.259236897992946,8.550438436085184,5,0.00016103583,0.0015301711,-0.0005530645,-0.0018821192,-0.00025287629,-0.0029265091,-0.00081739103,-0.0015347165
BEL,2016,-0.004101964432690619,0.5708237116846484,2.3302500000000004,0.9418075706359996,99.8148142901897,2.9116939225548366,2.8863467696392364,6,-0.001860301,0.0011538944,-0.00010637219,-0.0017039799,0.00065472553,0.00012809629,-0.00027085477,-0.0015347165
BEL,2017,-0.002562161116875683,0.5667217472519578,3.535611415001916,1.0804245614799646,100.111690120987,3.333853934836317,3.767224656943746,7,-0.0019150366,0.0012978659,-0.00036544524,-0.0011463058,-0.0009036432,8.253182e-05,-0.00028959126,-0.0015347165
BEL,2018,-0.003992493829112265,0.5641595861350821,3.01703897893546,1.0283008142511374,100.164738819689,3.3236292022720715,3.887738033255417,8,-0.0019675863,0.0011056521,-0.0003351239,-4.5199096e-05,-0.0010754216,8.942777e-05,-0.00028853567,-0.0015347165
BEL,2019,-0.004798815357793362,0.5601670923059698,3.745942887770593,1.07487660261385,100.060193260827,4.179287363764739,3.594830481816591,9,-0.0018505959,0.0011894027,-0.00043216968,-0.001118951,-0.0003454624,9.467183e-05,-0.00039063685,-0.0015347165
BEL,2020,0.019561189701435056,0.5553682769481765,4.286285168004977,2.682129502368258,102.914902852719,-2.181107103399804,6.622629031386462,10,-0.0013937622,0.0012988268,0.0016078916,0.0028353014,0.006353075,-0.0022617355,0.00046823543,-0.0015347165
BEL,2021,-0.007308762393634982,0.5749294666496115,6.669249513599107,2.0271703926094897,104.720851526754,8.22689463436037,5.447660513149732,11,-0.0019440602,-0.0013609979,0.0019300223,0.002900057,-0.002966958,-0.00055777834,0.00033087863,-0.0015347165
BEL,2022,0.006448353028821963,0.5676207042559765,5.530625246849752,3.5137424263322004,101.514972173564,11.84949740584802,14.900609958458745,12,-0.0018419119,0.0005187806,0.003187755,0.00085423264,-0.012523156,0.009345982,0.0017948985,-0.0015347165
BGR,2011,0.0014594621845109845,0.7748612310103299,-5.512369160976405,1.3444704427583387,112.333906646997,8.615938786961209,3.3882647487662343,1,-0.0015809286,0.0037157703,-0.0035462284,-0.0008163127,-0.0065542646,0.00091745105,-0.00032049202,-0.0015347165
BGR,2012,-0.0017620710073597001,0.7763206931948409,-1.9029757439359751,0.8836788109727323,108.045950747293,0.5153465637862231,0.7176372439973822,2,-0.0025666575,0.002018863,0.00040233694,-0.0006843742,0.0043808417,-0.0009540585,-0.0006183676,-0.0015347165
BGR,2013,-0.001338963526714143,0.7745586221874812,-2.199903132886283,0.5057393840019353,102.42354774005,-0.7297753144247521,-1.3539365456905816,3,-0.0017579702,0.0022961425,0.0004149472,0.0020331647,0.0050621424,-0.0025974307,-0.00055924663,-0.0015347165
BGR,2014,0.03290094096936724,0.773219658660767,1.433560965438052,0.2337756084867193,102.408012469569,3.2013078040082465,-5.545338004013923,4,-0.0016078199,0.0030491024,0.0013528463,0.0022637856,0.0014639669,0.020041548,-0.00036165136,-0.0015347165
CAN,2011,-0.00034135652134248406,0.6621195757525408,5.415140960376186,1.1131197031923,93.5502567820129,6.628371978473857,4.271274680845183,1,-0.0004229419,0.0010167555,-0.0007996955,-0.0029112897,-0.0008986927,0.0009913935,-9.073758e-05,-0.0015347165
CAN,2012,0.0004626674782909346,0.6617782192311983,4.74611691612552,1.3983927461575174,95.3174808946544,2.88400826673052,4.85321378680279,2,-0.00053105253,0.0013798537,-0.0039431206,-0.0025235754,0.0007224394,0.00062140543,-0.00072558195,-0.0015347165
CAN,2013,0.003585665119941628,0.6622408867094892,2.821739200767848,1.6138490392274996,95.1432140331475,4.172069053642469,4.517132378269939,3,-0.0005515082,0.0012983996,-0.0045853835,-0.002496305,-0.00016869267,0.0005073537,-0.0006728989,-0.0015347165
CAN,2014,0.0006360369908137153,0.6658265518294308,5.305580902635709,1.4438358188964884,97.9316952666187,5.094437189014478,4.499299635034726,4,-0.0004338124,0.00052597496,-0.0047874274,-0.0028804415,-0.0003839659,0.00066355243,-0.00060179253,-0.0015347165
CAN,2015,-0.00022145972721587803,0.6664625888202446,5.385875709028243,1.1742000604161085,100.0,-0.5856237873122394,4.6348861802193,5,-0.0002785971,0.0012631931,-0.0017844768,-0.0011786459,0.006820474,-0.00011703266,-0.00058942946,-0.0015347165
CAN,2016,-0.004446850910626687,0.6662411290930287,9.983555274126,0.6611850661190077,110.951031511283,1.5773793174760575,4.925154146553368,6,-0.00039734304,-0.003150188,-0.0005561758,-0.0007820445,0.0048200428,-0.00058727025,-0.00040954776,-0.0015347165
CAN,2017,-0.00031960086243154606,0.661794278182402,11.548260972309189,0.6358956171532704,119.46801465615,5.589885600097122,3.5271304729878272,7,-0.00058354734,-0.002204878,-0.0011753867,0.0017977719,-0.00029103848,0.0004971542,-0.00053738593,-0.0015347165
CAN,2018,0.008636227680621555,0.6614746773199704,3.6472115336464,1.1387072867537815,122.141723311811,4.61177162930686,3.3922720020240105,8,-0.0010498007,0.0007840136,-0.0010770345,0.0035183423,-0.0005010792,-6.9139634e-05,-0.0003614553,-0.0015347165
CAN,2019,-0.0016018151750138987,0.670110905000592,1.4712440354976986,2.7323756427224177,120.12542293829,3.770077359904267,5.966373288076721,9,-0.0005246633,0.0004715288,0.002037482,0.0014007242,-0.00080687413,-0.0014612525,-0.000449127,-0.0015347165
CAN,2020,-0.005329099202309617,0.6685090898255781,6.475713328278698,1.6707163843739936,120.432419384799,-3.604844573629784,4.864667563047753,10,-0.00015762806,0.00045740453,-0.0047346265,0.0006510317,0.00563822,-0.0009710718,0.00038344768,-0.0015347165
CAN,2021,-0.009101260252083687,0.6631799906232685,14.730697925588254,1.6892146029332755,134.42243505909,13.55006501950584,4.022404705414351,11,-0.0010428391,-0.0021506974,-0.0058073914,0.0068378034,-0.0056107435,-0.00014003675,-0.0002565842,-0.0015347165
CAN,2022,0.010363673001559937,0.6540787303711848,11.266338889554708,4.660338351003435,145.538315729117,13.040257406696831,5.2049864617086605,12,-0.0010889372,-0.0023334986,0.0017667911,0.006244813,-0.0046433546,-0.000507376,0.0016562549,-0.0015347165
CHL,2019,0.006371419054399974,0.7019404951220145,8.42847144870833,4.554265128047796,116.824931377066,3.4570952351042683,6.1739361874131315,1,-0.00051745644,-0.0011897569,0.0015189742,0.0019002951,-0.00043010904,-0.0012241753,-0.00054431165,-0.0015347165
CHL,2020,0.05985814260973643,0.7083119141764145,6.63838777595549,3.4044574632388747,111.295372340875,3.209788588060647,4.264012680276386,2,0.0037523878,0.0027973454,0.002524168,0.00045692566,0.0013993385,0.00033882682,-0.0007380249,-0.0015347165
CHL,2021,-0.01548848703060357,0.7681700567861509,11.845854027814994,2.6679230506347684,109.460296769941,17.87725025596727,12.996450288520368,3,-0.0025807319,-0.0010135812,0.002960418,0.001095676,-0.010210583,0.0028955152,-0.0020695962,-0.0015347165
CHL,2022,-0.0038354092090449043,0.7526815697555473,6.856396325531167,4.130784259889286,112.778669937767,10.093012019568226,13.384370949515635,4,-0.001917472,-0.0016112432,0.0023969477,0.004033638,-0.008247268,0.0047059357,-0.0013439807,-0.0015347165
CHL,2023,0.004791548637408494,0.7488461605465024,7.965898342708977,8.126816692329486,112.717576378255,7.543052080605639,7.818369819782212,5,-0.0022073693,-0.0010915005,0.0013577011,0.0026002226,-0.0016208314,-0.0020695748,-0.0006677671,-0.0015347165
CZE,2009,-0.015737094060563783,0.6247950973880438,-3.8041199527612313,16.477471228525033,109.060383229044,-2.5507089367641345,6.392634303232958,15,-0.0004958545,0.0009244805,-0.0045264247,-0.001681022,0.0036945958,-0.0017596084,0.0006027279,-0.0015347165
CZE,2010,0.06722742809106808,0.6090580033274801,-1.772109457612259,8.399475703797354,103.86112198175,2.3636938242384,14.310316725661277,16,0.00012926385,0.0033363684,0.0012465727,0.0022880912,0.010295418,0.021215903,0.001276907,-0.0015347165
CZE,2011,0.010853752985820031,0.6762854314185481,-9.992007221626409e-14,2.706467798923695,102.952068971092,1.3226644332591686,-0.6927555259023332,17,-0.0001234171,0.0009682458,0.0017213926,0.0020784084,0.0034390388,-0.0031127264,0.00038657003,-0.0015347165
CZE,2012,-0.018144578782233634,0.6871391844043682,-1.417584985519471,4.295633812990385,100.039063018662,0.13644215795252101,0.3906493393908361,18,-0.00017052276,-4.893684e-05,0.0009848914,-0.0010484547,0.0052259737,-0.0021793935,8.062038e-05,-0.0015347165
CZE,2013,-0.003727982773633176,0.6689946056221345,-0.0652532892984614,2.0247495725447706,100.11704562435,0.8694125092460592,0.9992686961473041,19,-0.00026655244,0.00026469,0.0016224106,-0.0009571729,0.0035944865,-0.0013398268,8.062038e-05,-0.0015347165
CZE,2014,-0.00949371484473771,0.6652666228485014,2.419945897685327,0.907475200640162,98.7514482774702,5.979490347572947,5.63490918418057,20,-0.0005064776,0.0011255826,-0.00039308646,-0.0018819676,-0.0007368666,-0.0013188726,0.00079250854,-0.0015347165
CZE,2015,-0.004235848847417345,0.6557729080037636,4.086704224618987,0.9012572797477691,100.0,5.773895787348393,4.607905626207742,21,-0.0005294343,0.0010702388,-0.00018156439,-0.0018049484,-0.0008199619,-4.007599e-05,0.0006088308,-0.0015347165
CZE,2016,-0.0037805291471754154,0.6515370591563463,7.177750000000005,1.186792410991,103.151482875761,4.038234482271608,6.778099627159784,22,-0.0005573449,-0.0011691501,-0.0026769838,0.0020592313,0.00022734852,-0.0024992407,0.0011477632,-0.0015347165
CZE,2017,0.01437692376376698,0.6477565300091709,11.7344784715111,2.125820759229202,106.782074448194,6.88726301779734,8.295234536870355,23,-0.00058287825,-0.00021101598,0.0024488335,0.0019691272,-0.0021604367,-0.0015858901,0.0021070673,-0.0015347165
CZE,2018,0.007706251290241939,0.6621334537729379,8.555419629325002,3.0147230661371704,108.116704206393,6.004993112319701,14.113179772837526,24,-0.0017264192,-0.002565104,0.0030867544,0.0013968262,-0.0007977657,0.0120498305,0.001726804,-0.0015347165
CZE,2019,0.01057783036313864,0.6698397050631798,9.108076923076911,3.704585677086003,111.125276669456,7.875389561935964,10.467728458764558,25,-0.00039624775,-0.0016172532,0.0023357298,0.00048991304,-0.002688864,0.005467783,0.0026047847,-0.0015347165
CZE,2020,0.011673304388410077,0.6804175354263184,8.434121425121898,3.1130870128995625,115.50720977718,-0.27942351780213537,8.617432253334467,26,-0.00040389175,-0.0010652221,0.0020898385,0.0014980353,0.005817937,-6.997281e-05,0.0015139957,-0.0015347165
CZE,2021,0.008404175692277804,0.6920908398147285,19.74483675599059,2.367468831698294,126.528084363015,8.15817763066551,11.183938255070448,27,0.0008487478,-0.013767091,0.005740874,0.009334277,-0.0023793164,0.007560253,0.0026360159,-0.0015347165
CZE,2022,0.022110132896425938,0.7004950155070063,16.8888551039994,4.933210588046699,133.641493776972,11.638887647127682,11.313384373223023,28,0.00040596956,-0.0061340337,0.0049787294,0.01057609,-0.006654312,0.0064528068,0.0031861323,-0.0015347165
CZE,2023,-0.008229385374232678,0.7226051484034323,-1.6529923760749354,7.147920288475373,120.559226447858,9.632582610211738,5.315722842060833,29,-0.0028801167,7.567311e-05,0.0006181263,0.0025951494,-0.0037562873,-0.0006339705,0.0012824105,-0.0015347165
CZE,2024,-0.01490148111356926,0.7143757630291996,4.955063994398201,6.755970292507185,121.134676339164,4.538259445161508,5.749110140994906,30,-0.0030096401,0.00050747534,0.00040359644,0.0016795602,-0.00037352106,-0.0013491033,0.0009916924,-0.0015347165
DNK,2006,-0.007396244055826562,0.4361026659093283,24.055165097467057,2.0125441886736484,126.274558352608,6.010737785053255,2.7628763488544372,1,0.007966571,-0.015895776,0.004188886,0.0070874956,1.7714876e-05,-0.0008549112,-0.0007646862,-0.0015347165
DNK,2007,-0.0023420972707947074,0.4287064218535017,2.674797142995766,2.060528254674132,129.768624865201,3.245057008550911,2.924196788092126,2,0.004380667,0.00030551414,0.0018827124,0.005633001,-0.0010917741,-0.0011709483,-0.0010352425,-0.0015347165
DNK,2008,0.01337254963615997,0.426364324582707,-5.173792679175504,2.497403243523366,121.779478482911,4.775392956412072,1.039638443540114,3,0.0046406076,0.0018988409,0.001841754,0.0032869854,0.00024274553,-0.0019442325,-0.00081523036,-0.0015347165
DNK,2009,0.005905625078305832,0.439736874218867,-11.98011797466818,3.471482007698357,102.350107973558,-3.9154823840621633,5.329893311911271,4,0.0025187763,-0.000491268,0.0018030371,0.0021172147,0.004425477,-0.00071904185,-0.0008436859,-0.0015347165
DNK,2010,0.017527336070824073,0.4456424992971728,2.817843697555178,2.7935893871899875,100.384247836043,5.239411029089203,6.520622759738548,5,0.005222216,0.0009487405,0.0022138327,0.0008379215,-0.00024135297,-0.0013950331,-0.00045339973,-0.0015347165
DNK,2011,0.023690425589075192,0.4631698353679969,-1.7287395365764846,3.004433230958914,95.0262073927862,1.983656669881384,5.92266699914592,6,0.0046033543,0.0019486112,0.0016799015,-0.0025901636,0.004162821,-0.0010698199,1.4432435e-06,-0.0015347165
DNK,2012,-0.008488374967190682,0.4868602609570721,-2.6597684766933583,2.561896231681926,91.3684883812445,2.656906560092498,0.3029269085268238,7,0.0013359883,0.0023713685,0.001238784,-0.005612783,9.412356e-05,-0.002055691,-5.1739287e-05,-0.0015347165
DNK,2013,0.004725564841668195,0.4783718859898814,3.9660807858374,2.102134670063305,94.5194703744924,2.039612333431773,1.928994362033687,8,0.0019729813,0.0013030353,0.0014920477,-0.0031077175,0.004187469,-0.00026144602,0.000113160284,-0.0015347165
DNK,2014,0.0014867777271009852,0.4830974508315496,3.7307805335151656,1.7574825821690787,97.7183957750641,2.966397645336283,4.729629303923999,9,0.0021298882,0.0008340845,0.0023880717,-0.0035486019,0.00032785712,0.00023322648,-0.00026335786,-0.0015347165
DNK,2015,-0.02718354671336848,0.4845842285586506,6.906154869988468,1.887688295433798,100.0,2.44561694540375,7.153638560426567,10,0.0012621467,-0.0014133521,0.0018315618,-0.0025064505,-0.00022893414,-0.002977608,0.00033121262,-0.0015347165
DNK,2016,-0.0014184611377736078,0.4574006818452821,4.6255115637789945,1.375039862495986,100.120327373788,3.5144950231842165,3.920565305632384,11,0.0036778082,0.00117422,-0.003879768,-0.00038706785,-0.0013762992,-0.0008044126,0.00025564714,-0.0015347165
DNK,2017,-0.009692273723000577,0.4559822207075085,4.932604701063803,1.6190620867762684,102.250559106437,4.4384085379818305,4.865540529164569,12,0.0035197646,-0.00011373121,-0.006030448,0.0016062872,-0.00077563955,-0.001239948,0.0008088113,-0.0015347165
DNK,2018,-0.0021502381547925387,0.4462899469845079,4.422011914087087,1.1666591840374665,103.282490499145,2.205952340025852,3.581931918626813,13,0.002914383,0.00114076,-0.002193175,0.0017394111,0.0031225565,-0.0012467568,0.00037501936,-0.0015347165
DNK,2019,-0.0008941837398143693,0.4441397088297154,2.233935140863963,0.8780613947320326,103.179887378734,3.043437902235069,4.600961887574484,14,0.0027312424,0.0010962946,-0.00044591908,0.001759599,-6.700164e-05,-0.0010748561,0.00040389693,-0.0015347165
DNK,2020,0.0031938963300042755,0.443245525089901,4.272760432332046,0.9616598733080072,107.478988762017,0.8122443251765699,3.7978736832434468,15,0.0028495651,0.0010586806,-0.00034947213,0.0006757747,0.0032605266,-0.001251723,0.00037501936,-0.0015347165
DNK,2021,-0.004707334821483999,0.4464394214199053,11.5420650604084,1.2669068113375648,117.037181351812,10.039334140004064,2.502855760979994,16,0.0029564414,-0.0021487677,-0.0036826476,0.0029365,-0.005996378,-4.3810003e-05,0.0015889395,-0.0015347165
DNK,2022,0.0012127985232669447,0.4417320865984213,4.767083593148502,2.084188071162996,111.910825886895,12.144685228197982,4.818857045617753,17,0.0051311823,0.0005079045,0.0023412206,0.00064700353,-0.004343327,-0.0008311333,0.0009833723,-0.0015347165
ESP,2011,0.007054942162639577,0.7185463085511847,-7.64368606262823,1.0375521243391583,123.83092056656,-0.6255095144724887,6.299196927026829,1,-0.0017874275,0.0016135577,-6.128696e-05,0.003355757,0.0046253884,-0.0022169768,-0.00025040412,-0.0015347165
ESP,2012,-0.0033378635849862226,0.7256012507138243,-14.778245842738349,0.5499230762363583,111.267206158159,-3.0186404478505624,3.6014192231718978,2,-0.0010384901,0.000500487,0.00042702194,-0.00076521665,0.004895894,0.00017203174,-0.000641202,-0.0015347165
ESP,2013,0.0051474351869997825,0.7222633871288381,-9.127004735353673,-0.186152502996495,100.766365408452,-1.9256288612679362,2.3159778070952264,3,-0.0019211163,0.0009442094,-0.0022812875,0.0007835231,0.0068321954,-0.000106936175,-0.0005641229,-0.0015347165
ESP,2014,-0.0038227588508332744,0.7274108223158379,0.3117223177593775,-0.6874148792547996,100.644131068691,0.9421207603229842,-0.5298995840288256,4,-0.0015284822,0.0015704561,-0.001094864,0.00089348655,0.005354307,-0.0017499184,-0.00058405194,-0.0015347165
ESP,2015,-0.006508462193695719,0.7235880634650046,3.5848020758340926,-0.4819361039321901,100.0,3.8669306595233266,-1.666533486047106,5,-0.0016194138,0.0024210063,-0.0013394267,-0.0016810172,0.00035809426,-0.0017199442,-0.00037337223,-0.0015347165
ESP,2016,-0.021361072298763495,0.7170796012713089,4.622738443153995,-0.0877649956118054,102.072061000923,3.9152205114822536,10.042256573244735,6,-0.003001657,0.001546781,-0.005145801,0.0009283262,-0.0008577832,-0.0030965393,-0.0005425599,-0.0015347165
ESP,2017,-0.01246202518451478,0.6957185289725454,6.196056316489162,0.4104702286729988,105.329912822447,4.092799686089865,2.347506441078484,7,-0.00046484216,0.0007179204,-0.00033314052,0.0014771842,-0.00020964841,0.00036213352,-0.00030825374,-0.0015347165
ESP,2018,-0.012378818589285467,0.6832565037880306,6.727839755907006,1.263801137034526,109.714159844044,3.460770769053889,4.0117048142061185,8,-0.0002210811,-0.0010438731,-0.0022009932,-0.00034390835,-0.00029959748,0.00029375742,-0.00039304805,-0.0015347165
ESP,2019,-0.011450794743602333,0.6708776851987451,5.173700566281703,1.5408470647638506,110.76782228472,3.6547053545810115,3.234956335411865,9,-0.0001347418,0.0003566175,-0.0056348764,-0.001853746,-0.0008858539,0.00035777624,-0.00043414818,-0.0015347165
ESP,2020,0.006841673258638492,0.6594268904551428,2.237091620528786,1.1408738693955645,116.652608853132,-9.403076360670948,0.6495639708517409,10,-0.0035965575,0.0012995203,-0.0025201663,-0.00038566862,0.016825013,-0.0019678553,0.0003949655,-0.0015347165
ESP,2021,-0.000753695373747254,0.6662685637137813,3.678272701961638,0.5966983426541894,115.267196596912,8.499908823198489,2.402712045457922,11,-0.00034954608,0.0010964143,-0.0002683719,0.0020197858,-0.0021475495,0.0003947386,0.00012354254,-0.0015347165
ESP,2022,-0.020761824147942143,0.665514868340034,7.400592304579856,1.3430517840979483,119.056380222158,12.168836799735372,5.893005903871917,12,-0.0007994869,-0.001738783,-0.004262874,0.0029470387,-0.0060683163,-0.0013060791,0.0015711392,-0.0015347165
ESP,2023,-0.0005856421530764377,0.6447530441920919,4.0254263402088375,2.0548659986503903,113.60931472006,8.929199061141379,9.305650567793133,13,-0.000532263,0.00054080394,0.002752948,0.0029405584,-0.0056588287,-0.0014372987,0.0013980038,-0.0015347165
EST,2011,-0.04043569413173054,0.6147859059009572,8.48496703898598,24.69454899201653,88.4735915385303,13.668046457364525,12.160494120592436,1,-0.0015089562,-0.0033946934,-0.006695726,-0.010010017,-0.011833967,1.530979e-05,-0.0021968645,-0.0015347165
EST,2012,-0.03344141575526516,0.5743502117692266,7.281828246655997,19.77668199533651,91.2808704587886,7.141846085561565,8.878202320843798,2,-0.0027935083,-0.0020442465,-0.0077040675,-0.006652351,-0.0027473115,-0.0032082163,-0.0011797134,-0.0015347165
EST,2013,-0.012640171077212936,0.5409087960139615,10.652301796729247,15.237709438635497,91.7581139571502,5.836180465866092,7.313770776836348,3,0.00047170813,-0.0031185488,-0.002687396,-0.005551785,-0.00092207355,-0.0025400282,-0.0011006965,-0.0015347165
EST,2014,-0.009902665830708424,0.5282686249367485,13.714631167710657,11.757576534001824,100.32260866287,5.4597747220974435,4.190765685294773,4,-0.00036411214,-0.00054419093,-0.00011130137,-0.0006181399,-0.00079599983,0.0004968839,-0.00087794004,-0.0015347165
