DATAFLOW,FREQ: Frequency of observation,REF_AREA: Reference area,TRANSACTION: Transaction,ACTIVITY: Economic activity,PRODUCT: Product,UNIT_MEASURE: Unit of measure,VALUATION: Valuation,PRICE_BASE: Price base,TABLE_IDENTIFIER: Table identifier,TIME_PERIOD: Time period,OBS_VALUE,COUNTERPART_AREA: Counterpart area,SECTOR: Institutional sector,ACCOUNTING_ENTRY: Accounting entry,CONF_STATUS: Confidentiality status,DECIMALS: Decimals,OBS_STATUS: Observation status,UNIT_MULT: Unit multiplier,CURRENCY: Currency
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,CYP: Cyprus,"B1G: Value added, gross",L68B: Real estate activities excluding imputed rents,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2017,685.797,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,CYP: Cyprus,"B1G: Value added, gross",_T: Total - all activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2017,17740.452,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,CYP: Cyprus,"B1G: Value added, gross",L68A: Imputed rents of owner-occupied dwellings,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2017,913.664,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,CYP: Cyprus,"B1G: Value added, gross",L: Real estate activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2017,1599.461,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,IRL: Ireland,"B1G: Value added, gross",_T: Total - all activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2017,279618.171,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,IRL: Ireland,"B1G: Value added, gross",L: Real estate activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2017,16842.151,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,IRL: Ireland,"B1G: Value added, gross",L68B: Real estate activities excluding imputed rents,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2017,16842.151,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,LUX: Luxembourg,"B1G: Value added, gross",L68A: Imputed rents of owner-occupied dwellings,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2017,2030.223,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,LUX: Luxembourg,"B1G: Value added, gross",L68B: Real estate activities excluding imputed rents,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2017,2582.829,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,LUX: Luxembourg,"B1G: Value added, gross",_T: Total - all activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2017,53011.49,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,LUX: Luxembourg,"B1G: Value added, gross",L: Real estate activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2017,4613.051,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,MLT: Malta,"B1G: Value added, gross",_T: Total - all activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2017,10628.956,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,MLT: Malta,"B1G: Value added, gross",L: Real estate activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2017,661.962,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,MLT: Malta,"B1G: Value added, gross",L68A: Imputed rents of owner-occupied dwellings,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2017,328.609,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,MLT: Malta,"B1G: Value added, gross",L68B: Real estate activities excluding imputed rents,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2017,333.354,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,EST: Estonia,"B1G: Value added, gross",L68A: Imputed rents of owner-occupied dwellings,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,1730.817,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,IRL: Ireland,"B1G: Value added, gross",L68B: Real estate activities excluding imputed rents,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,22261.215,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,IRL: Ireland,"B1G: Value added, gross",L: Real estate activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,22261.215,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,IRL: Ireland,"B1G: Value added, gross",_T: Total - all activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,424564.319,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,SVK: Slovak Republic,"B1G: Value added, gross",L68A: Imputed rents of owner-occupied dwellings,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,7966.918,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,CYP: Cyprus,"B1G: Value added, gross",L: Real estate activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,2339.606,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,CYP: Cyprus,"B1G: Value added, gross",L68A: Imputed rents of owner-occupied dwellings,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,1466.535,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,CYP: Cyprus,"B1G: Value added, gross",L68B: Real estate activities excluding imputed rents,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,873.071,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,LTU: Lithuania,"B1G: Value added, gross",L68B: Real estate activities excluding imputed rents,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,1417.316,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,LTU: Lithuania,"B1G: Value added, gross",L68A: Imputed rents of owner-occupied dwellings,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,1806.061,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,LTU: Lithuania,"B1G: Value added, gross",_T: Total - all activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,50519.795,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,LTU: Lithuania,"B1G: Value added, gross",L: Real estate activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,3223.377,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,DEU: Germany,"B1G: Value added, gross",_T: Total - all activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,3288243,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,GRC: Greece,"B1G: Value added, gross",L: Real estate activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,28545.988,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,GRC: Greece,"B1G: Value added, gross",_T: Total - all activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,161015.426,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,ESP: Spain,"B1G: Value added, gross",L68A: Imputed rents of owner-occupied dwellings,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,91871,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,ESP: Spain,"B1G: Value added, gross",L: Real estate activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,138045,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,ESP: Spain,"B1G: Value added, gross",_T: Total - all activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,1118595,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,ESP: Spain,"B1G: Value added, gross",L68B: Real estate activities excluding imputed rents,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,46174,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,SVN: Slovenia,"B1G: Value added, gross",L: Real estate activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,3250.562,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,SVN: Slovenia,"B1G: Value added, gross",_T: Total - all activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,45897.639,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,SVN: Slovenia,"B1G: Value added, gross",L68B: Real estate activities excluding imputed rents,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,622.957,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,SVN: Slovenia,"B1G: Value added, gross",L68A: Imputed rents of owner-occupied dwellings,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,2627.605,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,PRT: Portugal,"B1G: Value added, gross",L: Real estate activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,24399.795,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,PRT: Portugal,"B1G: Value added, gross",L68A: Imputed rents of owner-occupied dwellings,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,14040.117,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,PRT: Portugal,"B1G: Value added, gross",L68B: Real estate activities excluding imputed rents,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,10359.678,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,PRT: Portugal,"B1G: Value added, gross",_T: Total - all activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,187361.458,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,NLD: Netherlands,"B1G: Value added, gross",_T: Total - all activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,791730,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,NLD: Netherlands,"B1G: Value added, gross",L: Real estate activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,50712,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,NLD: Netherlands,"B1G: Value added, gross",L68A: Imputed rents of owner-occupied dwellings,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,23055,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,NLD: Netherlands,"B1G: Value added, gross",L68B: Real estate activities excluding imputed rents,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,27657,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,LVA: Latvia,"B1G: Value added, gross",L68A: Imputed rents of owner-occupied dwellings,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,1207.953,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,LVA: Latvia,"B1G: Value added, gross",L: Real estate activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,2379.307,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,LVA: Latvia,"B1G: Value added, gross",L68B: Real estate activities excluding imputed rents,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,1171.353,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,LVA: Latvia,"B1G: Value added, gross",_T: Total - all activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,28062.188,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,ITA: Italy,"B1G: Value added, gross",L: Real estate activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,216931.9,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,ITA: Italy,"B1G: Value added, gross",L68A: Imputed rents of owner-occupied dwellings,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,152114.7,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,ITA: Italy,"B1G: Value added, gross",_T: Total - all activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,1644016.4,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,ITA: Italy,"B1G: Value added, gross",L68B: Real estate activities excluding imputed rents,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,64817.2,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,FIN: Finland,"B1G: Value added, gross",L68A: Imputed rents of owner-occupied dwellings,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,18408,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,FIN: Finland,"B1G: Value added, gross",L68B: Real estate activities excluding imputed rents,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,9813,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,FIN: Finland,"B1G: Value added, gross",L: Real estate activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,28221,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,FIN: Finland,"B1G: Value added, gross",_T: Total - all activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,215307,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,AUT: Austria,"B1G: Value added, gross",L: Real estate activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,35461.435,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,AUT: Austria,"B1G: Value added, gross",L68B: Real estate activities excluding imputed rents,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,17212.982,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,AUT: Austria,"B1G: Value added, gross",L68A: Imputed rents of owner-occupied dwellings,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,18248.453,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,AUT: Austria,"B1G: Value added, gross",_T: Total - all activities,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,362536.79,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,BEL: Belgium,"B1G: Value added, gross",L68B: Real estate activities excluding imputed rents,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,18891.3,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
OECD.SDD.NAD:DSD_NASU@DF_USEVA_T1600(2.0),A: Annual,BEL: Belgium,"B1G: Value added, gross",L68A: Imputed rents of owner-occupied dwellings,_T: Total,XDC: National currency,B: Basic prices,V: Current prices,T1600: Table 1600 - Use Table at purchasers' prices,2021,24800.2,D: Domestic (home or reference area),S1: Total economy,B: Balance (revenue minus expenditure),F: Free (free for publication),2: Two,A: Normal value,6: Millions,EUR: Euro
